Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,1,0,84,84,eq-comm,3
3,1,0,84,84,and-comm,1
3,1,0,84,84,filter-split,1
3,1,0,84,84,inner-join-swap,1
3,1,0,84,84,inner-hash-join-swap,2
3,1,0,84,84,hash-join-on-one-eq-rev,3
3,1,0,84,84,pushdown-filter-proj,1
3,1,0,84,84,pushdown-join-condition-left-1,1
3,1,0,84,84,pushdown-join-condition-right-1,2
3,1,0,84,84,pushdown-proj-order,1
3,1,0,84,84,pushdown-proj-filter,2
3,1,0,84,84,pushdown-proj-hashagg,1
3,1,0,84,84,pushdown-proj-join,1
3,1,1,110,130,eq-comm,3
3,1,1,110,130,and-true,3
3,1,1,110,130,and-comm,3
3,1,1,110,130,filter-true,2
3,1,1,110,130,filter-split,5
3,1,1,110,130,inner-join-right-rotate,2
3,1,1,110,130,inner-join-swap,5
3,1,1,110,130,hash-join-on-one-eq-rev,5
3,1,1,110,130,pushdown-filter-proj,9
3,1,1,110,130,pushdown-filter-inner-join,3
3,1,1,110,130,pushdown-join-condition-left,3
3,1,1,110,130,pushdown-join-condition-left-1,2
3,1,1,110,130,pushdown-join-condition-right,3
3,1,1,110,130,pushdown-join-condition-right-1,2
3,1,1,110,130,identical-proj,5
3,1,1,110,130,pushdown-proj-proj,1
3,1,1,110,130,pushdown-proj-order,1
3,1,1,110,130,pushdown-proj-filter,2
3,1,1,110,130,pushdown-proj-hashagg,1
3,1,1,110,130,pushdown-proj-join,4
3,1,2,141,234,and-true,2
3,1,2,141,234,and-comm,4
3,1,2,141,234,and-assoc,5
3,1,2,141,234,filter-true,10
3,1,2,141,234,filter-split,4
3,1,2,141,234,inner-join-right-rotate,1
3,1,2,141,234,inner-join-right-rotate-1,9
3,1,2,141,234,inner-join-swap,13
3,1,2,141,234,inner-hash-join-swap,1
3,1,2,141,234,hash-join-on-one-eq,2
3,1,2,141,234,hash-join-on-two-eq,1
3,1,2,141,234,hash-join-on-one-eq-1,6
3,1,2,141,234,pushdown-filter-proj,16
3,1,2,141,234,pushdown-filter-inner-join,12
3,1,2,141,234,pushdown-join-condition-left,2
3,1,2,141,234,pushdown-join-condition-left-1,1
3,1,2,141,234,pushdown-join-condition-right,2
3,1,2,141,234,pushdown-join-condition-right-1,2
3,1,2,141,234,identical-proj,9
3,1,2,141,234,pushdown-proj-proj,3
3,1,2,141,234,pushdown-proj-filter,11
3,1,2,141,234,pushdown-proj-join,10
3,1,3,202,444,and-true,3
3,1,3,202,444,and-comm,8
3,1,3,202,444,and-assoc,8
3,1,3,202,444,filter-true,8
3,1,3,202,444,filter-merge,1
3,1,3,202,444,filter-split,22
3,1,3,202,444,inner-join-right-rotate,8
3,1,3,202,444,inner-join-right-rotate-1,70
3,1,3,202,444,inner-join-swap,42
3,1,3,202,444,inner-hash-join-swap,3
3,1,3,202,444,hash-join-on-one-eq,12
3,1,3,202,444,hash-join-on-two-eq,11
3,1,3,202,444,hash-join-on-one-eq-1,23
3,1,3,202,444,hash-join-on-one-eq-rev,1
3,1,3,202,444,pushdown-filter-proj,47
3,1,3,202,444,pushdown-filter-inner-join,10
3,1,3,202,444,pushdown-join-condition-left,5
3,1,3,202,444,pushdown-join-condition-left-1,2
3,1,3,202,444,pushdown-join-condition-right,12
3,1,3,202,444,pushdown-join-condition-right-1,1
3,1,3,202,444,identical-proj,9
3,1,3,202,444,pushdown-proj-proj,12
3,1,3,202,444,pushdown-proj-filter,30
3,1,3,202,444,pushdown-proj-join,10
3,1,4,352,1019,and-true,1
3,1,4,352,1019,and-comm,21
3,1,4,352,1019,and-assoc,27
3,1,4,352,1019,filter-true,20
3,1,4,352,1019,filter-split,80
3,1,4,352,1019,inner-join-right-rotate,34
3,1,4,352,1019,inner-join-right-rotate-1,499
3,1,4,352,1019,inner-join-swap,119
3,1,4,352,1019,inner-hash-join-swap,15
3,1,4,352,1019,hash-join-on-one-eq,23
3,1,4,352,1019,hash-join-on-two-eq,22
3,1,4,352,1019,hash-join-on-three-eq,13
3,1,4,352,1019,hash-join-on-one-eq-1,56
3,1,4,352,1019,hash-join-on-one-eq-rev,3
3,1,4,352,1019,pushdown-filter-proj,149
3,1,4,352,1019,pushdown-filter-inner-join,15
3,1,4,352,1019,pushdown-join-condition-left,7
3,1,4,352,1019,pushdown-join-condition-right,42
3,1,4,352,1019,pushdown-join-condition-right-1,1
3,1,4,352,1019,identical-proj,9
3,1,4,352,1019,pushdown-proj-proj,10
3,1,4,352,1019,pushdown-proj-filter,53
3,1,4,352,1019,pushdown-proj-join,60
3,1,5,817,2876,and-true,2
3,1,5,817,2876,and-comm,38
3,1,5,817,2876,and-assoc,42
3,1,5,817,2876,filter-true,49
3,1,5,817,2876,filter-merge,21
3,1,5,817,2876,filter-split,189
3,1,5,817,2876,inner-join-right-rotate,188
3,1,5,817,2876,inner-hash-join-swap,126
3,1,5,817,2876,hash-join-on-one-eq,50
3,1,5,817,2876,hash-join-on-two-eq,74
3,1,5,817,2876,hash-join-on-one-eq-rev,31
3,1,5,817,2876,pushdown-filter-inner-join,79
3,1,5,817,2876,pushdown-join-condition-left-1,3
3,1,5,817,2876,pushdown-join-condition-right-1,21
3,1,5,817,2876,identical-proj,25
3,1,5,817,2876,pushdown-proj-filter,354
3,1,6,1030,4529,and-true,1
3,1,6,1030,4529,and-comm,43
3,1,6,1030,4529,and-assoc,117
3,1,6,1030,4529,filter-true,84
3,1,6,1030,4529,filter-merge,44
3,1,6,1030,4529,inner-join-right-rotate,59
3,1,6,1030,4529,inner-hash-join-swap,281
3,1,6,1030,4529,hash-join-on-one-eq,29
3,1,6,1030,4529,hash-join-on-three-eq-rev,12
3,1,6,1030,4529,pushdown-filter-inner-join,82
3,1,6,1030,4529,pushdown-join-condition-left-1,5
3,1,6,1030,4529,pushdown-join-condition-right-1,33
3,1,7,1072,5427,and-true,7
3,1,7,1072,5427,and-comm,119
3,1,7,1072,5427,filter-true,23
3,1,7,1072,5427,filter-merge,12
3,1,7,1072,5427,inner-join-right-rotate,12
3,1,7,1072,5427,hash-join-on-one-eq,15
3,1,7,1072,5427,hash-join-on-one-eq-rev,53
3,1,7,1072,5427,hash-join-on-two-eq-rev,34
3,1,7,1072,5427,pushdown-filter-inner-join,7
3,1,7,1072,5427,pushdown-join-condition-left-1,5
3,1,7,1072,5427,pushdown-join-condition-right-1,23
