Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,1,0,111,111,eq-comm,6
1,1,0,111,111,and-comm,6
1,1,0,111,111,and-assoc,5
1,1,0,111,111,filter-split,1
1,1,1,117,135,and-comm,10
1,1,1,117,135,and-assoc,20
1,1,1,117,135,filter-split,5
1,1,2,141,194,and-comm,40
1,1,2,141,194,and-assoc,119
1,1,2,141,194,filter-merge,2
1,1,2,141,194,filter-split,42
1,1,3,240,517,and-comm,165
1,1,3,240,517,and-assoc,394
1,1,3,240,517,filter-merge,57
1,1,3,240,517,filter-split,285
1,1,4,501,1715,and-comm,402
1,1,5,485,2105,None,0
