Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,0,0,120,120,eq-comm,6
1,0,0,120,120,and-comm,6
1,0,0,120,120,limit-null,2
1,0,0,120,120,order-null,1
1,0,0,120,120,filter-true,3
1,0,0,120,120,filter-merge,1
1,0,0,120,120,filter-split,1
1,0,1,116,141,and-true,1
1,0,1,116,141,and-comm,1
1,0,1,116,141,and-assoc,12
1,0,1,116,141,filter-merge,1
1,0,1,116,141,filter-split,3
1,0,2,130,174,and-true,2
1,0,2,130,174,and-comm,22
1,0,2,130,174,and-assoc,42
1,0,2,130,174,filter-merge,4
1,0,2,130,174,filter-split,17
1,0,3,183,314,and-true,6
1,0,3,183,314,and-comm,78
1,0,3,183,314,and-assoc,268
1,0,3,183,314,filter-true,1
1,0,3,183,314,filter-merge,20
1,0,3,183,314,filter-split,140
1,0,4,402,1086,and-true,26
1,0,4,402,1086,and-comm,322
1,0,4,402,1086,filter-merge,280
1,0,5,388,1706,and-true,10
1,0,5,388,1706,and-comm,40
