Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,2,0,79,79,mul-comm,2
2,2,0,79,79,eq-comm,6
2,2,0,79,79,and-comm,2
2,2,0,79,79,pushdown-join-condition-left-1,1
2,2,0,79,79,pushdown-proj-order,1
2,2,0,79,79,pushdown-proj-hashagg,1
2,2,0,79,79,pushdown-proj-join,4
2,2,1,97,114,pushdown-join-condition-left-1,1
2,2,1,97,114,pushdown-join-condition-right-1,1
2,2,1,97,114,identical-proj,8
2,2,1,97,114,pushdown-proj-order,1
2,2,1,97,114,pushdown-proj-hashagg,1
2,2,1,97,114,pushdown-proj-join,4
2,2,2,99,136,filter-true,2
2,2,2,99,136,filter-merge,1
2,2,2,99,136,pushdown-join-condition-left-1,2
2,2,2,99,136,pushdown-join-condition-right-1,1
2,2,2,99,136,identical-proj,7
2,2,2,99,136,pushdown-proj-join,2
2,2,3,92,150,and-true,1
2,2,3,92,150,and-comm,1
2,2,3,92,150,filter-true,1
2,2,3,92,150,pushdown-filter-proj,1
2,2,3,92,150,pushdown-join-condition-left-1,1
2,2,3,92,150,identical-proj,2
2,2,4,88,155,filter-split,1
2,2,4,88,155,pushdown-join-condition-left,1
2,2,5,89,158,filter-true,1
