Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,82,82,mul-comm,2
2,0,82,82,eq-comm,6
2,0,82,82,and-comm,2
2,0,82,82,pushdown-join-condition-left-1,1
2,0,82,82,pushdown-join-condition-right-1,1
2,0,82,82,pushdown-proj-order,1
2,0,82,82,pushdown-proj-filter,1
2,0,82,82,pushdown-proj-hashagg,1
2,0,82,82,pushdown-proj-join,4
2,1,103,122,filter-true,2
2,1,103,122,pushdown-filter-proj,3
2,1,103,122,identical-proj,10
2,1,103,122,pushdown-proj-order,1
2,1,103,122,pushdown-proj-hashagg,1
2,1,103,122,pushdown-proj-join,1
2,2,93,136,filter-true,1
2,2,93,136,filter-merge,1
2,2,93,136,pushdown-join-condition-left-1,1
2,2,93,136,pushdown-join-condition-right-1,1
2,2,93,136,identical-proj,6
2,3,87,144,and-true,1
2,3,87,144,and-comm,1
2,4,86,145,filter-split,1
2,5,87,147,filter-true,1
