Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,0,42,42,and-comm,4
1,0,42,42,and-assoc,2
1,0,42,42,filter-split,1
1,1,45,52,and-comm,4
1,1,45,52,and-assoc,9
1,1,45,52,filter-split,5
1,2,58,83,and-comm,18
1,2,58,83,and-assoc,14
1,2,58,83,filter-merge,2
1,2,58,83,filter-split,26
1,3,86,171,and-comm,24
1,3,86,171,and-assoc,35
1,3,86,171,filter-merge,29
1,3,86,171,filter-split,45
1,4,117,335,and-comm,37
1,4,117,335,and-assoc,48
1,4,117,335,filter-merge,54
1,4,117,335,filter-split,69
1,5,124,558,and-comm,26
1,5,124,558,and-assoc,4
1,5,124,558,filter-merge,48
1,5,124,558,filter-split,16
