Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,0,73,73,eq-comm,3
1,0,73,73,and-comm,6
1,0,73,73,and-assoc,3
1,0,73,73,filter-split,1
1,1,77,90,and-comm,6
1,1,77,90,and-assoc,14
1,1,77,90,filter-split,5
1,2,95,133,and-comm,28
1,2,95,133,and-assoc,46
1,2,95,133,filter-merge,2
1,2,95,133,filter-split,35
1,3,152,304,and-comm,73
1,3,152,304,and-assoc,121
1,3,152,304,filter-merge,49
1,3,152,304,filter-split,127
1,4,246,779,and-comm,121
1,4,246,779,and-assoc,218
1,4,246,779,filter-merge,178
1,4,246,779,filter-split,209
1,5,303,1598,and-comm,152
