Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,59,59,eq-comm,2
3,0,59,59,and-comm,4
3,0,59,59,and-assoc,2
3,0,59,59,filter-split,1
3,0,59,59,inner-hash-join-swap,1
3,0,59,59,hash-join-on-one-eq-rev,1
3,0,59,59,pushdown-filter-proj,1
3,0,59,59,pushdown-proj-order,1
3,0,59,59,pushdown-proj-filter,1
3,0,59,59,pushdown-proj-hashagg,1
3,1,71,86,eq-comm,1
3,1,71,86,and-true,1
3,1,71,86,and-comm,5
3,1,71,86,and-assoc,5
3,1,71,86,filter-merge,2
3,1,71,86,filter-split,8
3,1,71,86,inner-join-swap,1
3,1,71,86,hash-join-on-one-eq-rev,2
3,1,71,86,pushdown-filter-proj,2
3,1,71,86,pushdown-join-condition-left,1
3,1,71,86,pushdown-join-condition-right,1
3,1,71,86,identical-proj,3
3,1,71,86,pushdown-proj-order,1
3,1,71,86,pushdown-proj-filter,2
3,1,71,86,pushdown-proj-join,1
3,2,86,142,and-comm,12
3,2,86,142,and-assoc,13
3,2,86,142,filter-true,2
3,2,86,142,filter-merge,8
3,2,86,142,filter-split,16
3,2,86,142,inner-join-swap,1
3,2,86,142,hash-join-on-one-eq,1
3,2,86,142,hash-join-on-one-eq-1,3
3,2,86,142,pushdown-filter-proj,9
3,2,86,142,pushdown-join-condition-right,1
3,2,86,142,identical-proj,3
3,2,86,142,pushdown-proj-filter,4
3,3,114,247,and-true,1
3,3,114,247,and-comm,25
3,3,114,247,and-assoc,40
3,3,114,247,filter-true,1
3,3,114,247,filter-merge,37
3,3,114,247,filter-split,24
3,3,114,247,pushdown-filter-proj,17
3,3,114,247,identical-proj,2
3,3,114,247,pushdown-proj-filter,14
3,4,150,446,and-true,6
3,4,150,446,and-comm,47
3,4,150,446,and-assoc,88
3,4,150,446,filter-true,3
3,4,150,446,filter-merge,41
3,4,150,446,filter-split,56
3,4,150,446,inner-join-swap,1
3,4,150,446,pushdown-filter-proj,35
3,4,150,446,identical-proj,1
3,4,150,446,pushdown-proj-filter,26
3,5,214,834,and-true,20
3,5,214,834,and-comm,45
3,5,214,834,and-assoc,24
3,5,214,834,filter-true,7
3,5,214,834,filter-merge,52
3,5,214,834,filter-split,195
3,5,214,834,pushdown-filter-proj,50
3,5,214,834,identical-proj,4
3,5,214,834,pushdown-proj-filter,23
3,6,210,1267,and-true,5
3,6,210,1267,and-comm,11
3,6,210,1267,filter-true,11
3,6,210,1267,pushdown-filter-proj,73
3,6,210,1267,pushdown-proj-filter,24
3,7,183,1375,filter-true,2
3,7,183,1375,pushdown-filter-proj,44
3,7,183,1375,identical-proj,1
3,7,183,1375,pushdown-proj-filter,7
