Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,58,58,eq-comm,3
2,0,58,58,ne-comm,2
2,0,58,58,gt-comm,3
2,0,58,58,ge-comm,1
2,0,58,58,and-comm,4
2,0,58,58,and-assoc,2
2,0,58,58,or-comm,1
2,0,58,58,filter-split,1
2,0,58,58,pushdown-filter-proj,1
2,0,58,58,pushdown-proj-order,1
2,0,58,58,pushdown-proj-filter,1
2,0,58,58,pushdown-proj-hashagg,1
2,0,58,58,pushdown-proj-join,1
2,1,70,92,and-comm,4
2,1,70,92,and-assoc,5
2,1,70,92,filter-merge,2
2,1,70,92,filter-split,8
2,1,70,92,pushdown-filter-proj,2
2,1,70,92,identical-proj,5
2,1,70,92,pushdown-proj-order,1
2,1,70,92,pushdown-proj-filter,2
2,2,81,138,and-comm,12
2,2,81,138,and-assoc,13
2,2,81,138,filter-merge,7
2,2,81,138,filter-split,16
2,2,81,138,pushdown-filter-proj,9
2,2,81,138,identical-proj,3
2,2,81,138,pushdown-proj-filter,3
2,3,107,227,and-comm,24
2,3,107,227,and-assoc,43
2,3,107,227,filter-merge,30
2,3,107,227,filter-split,24
2,3,107,227,pushdown-filter-proj,14
2,3,107,227,identical-proj,1
2,3,107,227,pushdown-proj-filter,12
2,4,136,406,and-comm,41
2,4,136,406,and-assoc,38
2,4,136,406,filter-merge,30
2,4,136,406,filter-split,47
2,4,136,406,pushdown-filter-proj,32
2,4,136,406,identical-proj,1
2,4,136,406,pushdown-proj-filter,24
2,5,174,674,and-comm,15
2,5,174,674,and-assoc,1
2,5,174,674,filter-merge,40
2,5,174,674,filter-split,157
2,5,174,674,pushdown-filter-proj,42
2,5,174,674,identical-proj,4
2,5,174,674,pushdown-proj-proj,1
2,5,174,674,pushdown-proj-filter,15
