Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,3
8,1
9,3
10,3
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,3
20,1
21,1
22,1
23,3
24,1
25,4
26,4
27,5
28,1
29,5
30,1
31,1
32,1
33,3
34,1
35,5
36,1
37,1
38,1
39,1
40,2
41,1
42,1
43,1
44,1
45,1
46,1
47,6
48,1
49,2
50,14
51,1
52,1
53,30
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,2
63,1
64,2
65,6
66,1
67,1
68,2
69,30
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,2
78,1
79,2
80,6
81,1
82,1
83,1
84,1
85,2
86,30
87,1
88,3
89,6
90,1
91,6
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,2
101,2
102,2
103,2
104,6
105,2
106,6
107,3
108,3
109,4
110,4
111,3
112,6
113,2
114,2
115,6
116,2
117,6
118,2
119,6
120,6
121,14
122,6
123,6
124,6
125,14
126,2
127,2
128,6
129,10
130,6
131,6
132,14
133,2
134,6
135,2
136,10
137,6
138,2
139,14
140,3
141,6
142,6
143,14
144,1
145,3
146,4
147,1
148,5
149,2
150,6
151,6
152,14
153,3
154,6
155,14
156,14
157,2
158,4
159,14
160,14
161,2
162,6
163,14
164,6
165,14
166,2
167,2
168,2
169,2
170,2
171,1
172,6
173,3
174,6
175,2
176,6
177,2
178,6
179,6
180,6
181,2
