Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,3
6,1
7,3
8,3
9,1
10,3
11,1
12,1
13,1
14,1
15,1
16,1
17,3
18,1
19,3
20,1
21,3
22,4
23,5
24,1
25,3
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,3
34,1
35,1
36,1
37,3
38,1
39,2
40,1
41,1
42,3
43,1
44,1
45,1
46,1
47,3
48,1
49,1
50,3
51,3
52,4
53,4
54,1
55,1
56,3
57,1
58,3
59,1
60,1
61,1
62,1
63,1
64,1
65,3
66,1
67,1
68,1
69,1
70,3
71,1
72,4
73,3
74,1
75,3
76,1
77,1
78,3
79,1
80,4
81,1
82,2
83,1
84,1
85,1
86,1
87,3
88,3
89,4
90,2
91,4
92,1
93,4
94,1
95,4
96,4
97,4
98,3
99,1
100,1
101,1
102,1
