Stage,Class_ID,Node_Count,Nodes
3,0,1,Constant(Bool(true))
3,1,1,Column($7.10)
3,2,1,Column($7.6)
3,3,1,Column($7.5)
3,4,1,Column($7.4)
3,5,1,"List([4, 3, 2, 1])"
3,6,1,Table($7)
3,7,2,"Scan([6, 5, 0]); Proj([5, 7])"
3,8,1,Constant(Date(Date(9131)))
3,9,1,"Gt([8, 1])"
3,10,1,Constant(Date(Date(8766)))
3,11,1,"GtEq([1, 10])"
3,12,2,"And([9, 11]); And([11, 9])"
3,13,1,Constant(Int32(24))
3,14,1,"Gt([13, 4])"
3,15,6,"And([9, 35]); And([11, 50]); And([12, 14]); And([14, 12]); And([35, 9]); And([50, 11])"
3,16,8,"Proj([5, 16]); Filter([9, 131]); Filter([11, 129]); Filter([12, 56]); Filter([14, 37]); Filter([15, 7]); Filter([35, 58]); Filter([50, 62])"
3,17,1,"List([3, 2])"
3,18,4,"Proj([17, 16]); Proj([17, 18]); Proj([17, 83]); Proj([17, 156])"
3,19,1,Constant(Decimal(0.09))
3,20,1,"GtEq([19, 2])"
3,21,1,Constant(Decimal(0.07))
3,22,1,"GtEq([2, 21])"
3,23,2,"And([20, 22]); And([22, 20])"
3,24,7,"Proj([17, 24]); Proj([17, 41]); Proj([17, 164]); Proj([17, 305]); Filter([20, 60]); Filter([22, 39]); Filter([23, 18])"
3,25,1,"Mul([2, 3])"
3,26,1,Sum(25)
3,27,1,List([26])
3,28,1,"Agg([27, 24])"
3,29,1,Ref(26)
3,30,1,List([29])
3,31,1,"Proj([30, 28])"
3,32,2,"And([11, 14]); And([14, 11])"
3,33,4,"Proj([5, 37]); Filter([9, 62]); Filter([11, 58]); Filter([12, 7])"
3,34,5,"Proj([17, 39]); Proj([17, 67]); Proj([17, 142]); Proj([17, 307]); Filter([20, 18])"
3,35,32,"Proj([5, 41]); Filter([9, 410]); Filter([11, 412]); Filter([12, 414]); Filter([14, 265]); Filter([15, 267]); Filter([20, 65]); Filter([22, 67]); Filter([23, 16]); Filter([35, 416]); Filter([50, 404]); Filter([52, 37]); Filter([95, 131]); Filter([97, 56]); Filter([100, 58]); Filter([102, 62]); Filter([111, 445]); Filter([113, 406]); Filter([115, 418]); Filter([117, 449]); Filter([119, 439]); Filter([121, 408]); Filter([123, 420]); Filter([125, 443]); Filter([189, 129]); Filter([199, 579]); Filter([201, 667]); Filter([208, 585]); Filter([212, 581]); Filter([214, 635]); Filter([221, 587]); Filter([229, 7])"
3,36,5,"Proj([81, 67]); Proj([81, 142]); Filter([14, 434]); Filter([20, 83]); Filter([121, 82])"
3,37,4,"Proj([5, 443]); Filter([9, 420]); Filter([22, 58]); Filter([199, 7])"
3,38,9,"Proj([81, 41]); Proj([81, 164]); Filter([14, 271]); Filter([20, 148]); Filter([22, 142]); Filter([23, 83]); Filter([52, 82]); Filter([113, 434]); Filter([121, 437])"
3,39,2,"And([9, 14]); And([14, 9])"
3,40,6,"And([14, 23]); And([20, 113]); And([22, 121]); And([23, 14]); And([113, 20]); And([121, 22])"
3,41,3,"Proj([154, 439]); Proj([154, 456]); Filter([22, 155])"
3,42,2,"Proj([5, 56]); Filter([14, 7])"
3,43,2,"Proj([5, 58]); Filter([9, 7])"
3,44,5,"Proj([17, 60]); Proj([17, 65]); Proj([17, 148]); Proj([17, 309]); Filter([22, 18])"
3,45,2,"Proj([5, 62]); Filter([11, 7])"
3,46,16,"Proj([5, 65]); Filter([9, 581]); Filter([11, 635]); Filter([12, 439]); Filter([14, 408]); Filter([15, 420]); Filter([22, 16]); Filter([35, 443]); Filter([50, 587]); Filter([111, 56]); Filter([113, 37]); Filter([115, 7]); Filter([117, 58]); Filter([199, 131]); Filter([201, 129]); Filter([208, 62])"
3,47,16,"Proj([5, 67]); Filter([9, 579]); Filter([11, 667]); Filter([12, 445]); Filter([14, 406]); Filter([15, 418]); Filter([20, 16]); Filter([35, 449]); Filter([50, 585]); Filter([119, 56]); Filter([121, 37]); Filter([123, 7]); Filter([125, 58]); Filter([212, 131]); Filter([214, 129]); Filter([221, 62])"
3,48,2,"Proj([81, 37]); Proj([81, 82])"
3,49,3,"Proj([81, 16]); Proj([81, 83]); Filter([14, 82])"
3,50,5,"Proj([81, 65]); Proj([81, 148]); Filter([14, 437]); Filter([22, 83]); Filter([113, 82])"
3,51,1,"List([4, 3, 2])"
3,52,6,"And([9, 23]); And([20, 199]); And([22, 212]); And([23, 9]); And([199, 20]); And([212, 22])"
3,53,14,"And([9, 189]); And([11, 95]); And([12, 23]); And([20, 111]); And([22, 119]); And([23, 12]); And([95, 11]); And([111, 20]); And([119, 22]); And([189, 9]); And([199, 214]); And([201, 212]); And([212, 201]); And([214, 199])"
3,54,14,"And([11, 52]); And([14, 189]); And([20, 117]); And([22, 125]); And([23, 35]); And([35, 23]); And([52, 11]); And([113, 214]); And([117, 20]); And([121, 201]); And([125, 22]); And([189, 14]); And([201, 121]); And([214, 113])"
3,55,14,"And([9, 52]); And([14, 95]); And([20, 208]); And([22, 221]); And([23, 50]); And([50, 23]); And([52, 9]); And([95, 14]); And([113, 212]); And([121, 199]); And([199, 121]); And([208, 20]); And([212, 113]); And([221, 22])"
