Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,3
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,3
14,3
15,1
16,3
17,4
18,3
19,8
20,1
21,3
22,16
23,17
24,1
25,6
26,1
27,1
28,1
29,3
30,7
31,1
32,1
33,1
34,3
35,1
36,5
37,1
38,1
39,1
40,1
41,1
42,1
43,2
44,1
45,1
46,2
47,2
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,20
59,4
60,4
61,9
62,3
63,4
64,7
65,42
66,2
67,3
68,16
69,8
70,4
71,8
72,4
73,8
74,8
75,4
76,32
77,3
78,5
79,3
80,3
81,1
82,5
83,3
84,2
85,6
86,4
87,2
88,8
89,16
90,8
91,16
92,16
93,8
94,4
95,12
96,8
97,3
98,8
99,4
100,4
101,5
102,3
103,4
104,5
105,4
106,4
107,3
108,1
109,3
110,5
111,2
112,5
113,1
114,8
115,4
116,4
117,2
118,8
119,5
120,3
121,4
122,8
123,6
124,4
125,21
126,3
127,3
128,1
129,4
130,1
131,11
132,1
133,1
134,1
135,2
136,2
137,2
138,1
139,2
140,4
141,10
142,2
143,18
144,1
145,15
146,2
147,6
148,9
149,6
150,5
151,9
152,2
153,5
154,18
155,5
156,5
157,3
158,4
159,2
160,2
161,16
162,8
163,5
164,10
165,9
166,2
167,1
168,2
169,2
170,3
171,3
172,1
