Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,2
9,1
10,2
11,2
12,2
13,2
14,6
15,1
16,2
17,14
18,16
19,1
20,5
21,1
22,1
23,1
24,1
25,11
26,1
27,1
28,1
29,1
30,2
31,2
32,1
33,1
34,1
35,2
36,1
37,1
38,1
39,2
40,1
41,2
42,2
43,1
44,1
45,2
46,2
47,2
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,4
58,2
59,2
60,8
61,41
62,2
63,3
64,4
65,7
66,1
67,4
68,2
69,5
70,2
71,6
72,2
73,6
74,6
75,2
76,4
77,2
78,4
79,2
80,6
81,2
82,1
83,6
84,14
85,6
86,14
87,1
88,14
89,6
90,6
91,14
92,8
93,6
94,8
95,4
96,4
97,4
98,2
99,15
100,2
101,30
102,1
103,16
104,1
105,2
106,5
107,2
108,2
109,20
110,1
111,8
112,3
113,1
114,1
115,2
116,3
117,3
118,5
119,3
120,3
121,1
122,32
123,4
124,1
125,1
126,1
127,1
128,2
129,3
130,9
131,7
132,4
133,5
134,1
135,1
136,1
137,1
138,6
139,8
140,17
141,8
142,4
143,4
144,4
145,5
146,5
147,17
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,5
174,1
175,1
176,1
177,1
178,1
179,1
180,1
