Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,108,108,mul-comm,1
2,0,108,108,eq-comm,10
2,0,108,108,ge-comm,2
2,0,108,108,and-comm,4
2,0,108,108,and-assoc,2
2,0,108,108,pushdown-join-condition-left-1,1
2,0,108,108,pushdown-join-condition-right-1,1
2,0,108,108,pushdown-proj-order,1
2,0,108,108,pushdown-proj-filter,1
2,0,108,108,pushdown-proj-hashagg,1
2,0,108,108,pushdown-proj-join,5
2,1,135,164,and-comm,4
2,1,135,164,and-assoc,5
2,1,135,164,filter-true,2
2,1,135,164,pushdown-filter-proj,1
2,1,135,164,identical-proj,10
2,1,135,164,pushdown-proj-order,1
2,1,135,164,pushdown-proj-hashagg,1
2,1,135,164,pushdown-proj-join,3
2,2,132,194,and-comm,10
2,2,132,194,and-assoc,6
2,2,132,194,pushdown-join-condition-right,3
2,2,132,194,identical-proj,5
2,2,132,194,pushdown-proj-join,1
2,3,130,221,and-comm,8
2,3,130,221,and-assoc,5
2,3,130,221,filter-split,2
2,3,130,221,pushdown-filter-proj,1
2,3,130,221,pushdown-join-condition-left,4
2,3,130,221,pushdown-join-condition-left-1,1
2,3,130,221,pushdown-join-condition-right,4
2,3,130,221,pushdown-join-condition-right-1,1
2,3,130,221,identical-proj,3
2,4,131,254,and-comm,3
2,4,131,254,pushdown-filter-proj,4
2,4,131,254,pushdown-filter-inner-join,1
2,4,131,254,pushdown-join-condition-left,2
2,4,131,254,pushdown-join-condition-right,2
2,4,131,254,pushdown-proj-join,4
2,5,138,277,and-comm,1
2,5,138,277,pushdown-join-condition-right,6
2,5,138,277,pushdown-proj-proj,1
2,5,138,277,pushdown-proj-join,2
