Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,0,144,144,eq-comm,10
1,0,144,144,and-comm,9
1,0,144,144,and-assoc,7
1,0,144,144,filter-merge,1
1,0,144,144,filter-split,2
1,1,154,183,and-comm,15
1,1,154,183,and-assoc,29
1,1,154,183,filter-merge,3
1,1,154,183,filter-split,9
1,2,192,277,and-comm,60
1,2,192,277,and-assoc,224
1,2,192,277,filter-merge,26
1,2,192,277,filter-split,48
1,3,389,869,and-comm,341
1,3,389,869,filter-merge,374
1,3,389,869,filter-split,547
1,4,889,2631,None,0
1,5,889,2631,and-comm,245
