Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,86,86,eq-comm,1
3,0,86,86,and-comm,1
3,0,86,86,filter-split,1
3,0,86,86,inner-hash-join-swap,5
3,0,86,86,hash-join-on-one-eq-rev,4
3,0,86,86,hash-join-on-two-eq-rev,1
3,0,86,86,pushdown-proj-order,1
3,0,86,86,pushdown-proj-filter,2
3,0,86,86,pushdown-proj-hashagg,1
3,1,111,128,eq-comm,6
3,1,111,128,and-true,5
3,1,111,128,and-comm,6
3,1,111,128,and-assoc,1
3,1,111,128,filter-split,3
3,1,111,128,inner-join-right-rotate-1,4
3,1,111,128,inner-join-swap,5
3,1,111,128,hash-join-on-one-eq-rev,8
3,1,111,128,hash-join-on-two-eq-rev,2
3,1,111,128,pushdown-filter-proj,2
3,1,111,128,pushdown-join-condition-left,5
3,1,111,128,pushdown-join-condition-right,5
3,1,111,128,identical-proj,4
3,1,111,128,pushdown-proj-order,1
3,1,111,128,pushdown-proj-filter,1
3,1,111,128,pushdown-proj-join,5
3,2,143,227,and-true,1
3,2,143,227,and-comm,5
3,2,143,227,and-assoc,7
3,2,143,227,filter-true,10
3,2,143,227,inner-join-right-rotate-1,22
3,2,143,227,inner-join-swap,9
3,2,143,227,hash-join-on-one-eq,4
3,2,143,227,hash-join-on-two-eq,5
3,2,143,227,hash-join-on-one-eq-1,19
3,2,143,227,pushdown-filter-proj,12
3,2,143,227,pushdown-join-condition-left,5
3,2,143,227,pushdown-join-condition-right,7
3,2,143,227,identical-proj,12
3,2,143,227,pushdown-proj-join,4
3,3,189,439,and-true,1
3,3,189,439,and-comm,17
3,3,189,439,and-assoc,23
3,3,189,439,filter-true,7
3,3,189,439,filter-merge,4
3,3,189,439,filter-split,7
3,3,189,439,inner-join-right-rotate,9
3,3,189,439,inner-join-right-rotate-1,61
3,3,189,439,inner-join-swap,22
3,3,189,439,inner-hash-join-swap,1
3,3,189,439,hash-join-on-one-eq,1
3,3,189,439,hash-join-on-two-eq,9
3,3,189,439,hash-join-on-three-eq,2
3,3,189,439,hash-join-on-one-eq-1,19
3,3,189,439,hash-join-on-one-eq-rev,5
3,3,189,439,pushdown-filter-proj,16
3,3,189,439,pushdown-filter-inner-join,2
3,3,189,439,pushdown-join-condition-left,2
3,3,189,439,pushdown-join-condition-left-1,5
3,3,189,439,pushdown-join-condition-right,9
3,3,189,439,pushdown-join-condition-right-1,8
3,3,189,439,identical-proj,4
3,3,189,439,pushdown-proj-filter,10
3,3,189,439,pushdown-proj-join,14
3,4,399,977,and-true,4
3,4,399,977,and-comm,42
3,4,399,977,and-assoc,63
3,4,399,977,filter-true,23
3,4,399,977,filter-split,62
3,4,399,977,inner-join-right-rotate,47
3,4,399,977,inner-join-right-rotate-1,215
3,4,399,977,inner-join-swap,76
3,4,399,977,inner-hash-join-swap,8
3,4,399,977,hash-join-on-one-eq,5
3,4,399,977,hash-join-on-two-eq,16
3,4,399,977,hash-join-on-three-eq,28
3,4,399,977,hash-join-on-one-eq-1,76
3,4,399,977,hash-join-on-one-eq-rev,14
3,4,399,977,pushdown-filter-proj,80
3,4,399,977,pushdown-filter-inner-join,13
3,4,399,977,pushdown-join-condition-left,13
3,4,399,977,pushdown-join-condition-left-1,17
3,4,399,977,pushdown-join-condition-right,48
3,4,399,977,pushdown-join-condition-right-1,9
3,4,399,977,identical-proj,12
3,4,399,977,pushdown-proj-filter,32
3,4,399,977,pushdown-proj-join,36
3,5,1052,2749,and-true,2
3,5,1052,2749,and-comm,84
3,5,1052,2749,and-assoc,223
3,5,1052,2749,filter-true,84
3,5,1052,2749,filter-split,381
3,5,1052,2749,inner-join-right-rotate,230
3,5,1052,2749,inner-join-swap,310
3,5,1052,2749,inner-hash-join-swap,41
3,5,1052,2749,hash-join-on-one-eq,21
3,5,1052,2749,hash-join-on-two-eq,51
3,5,1052,2749,hash-join-on-one-eq-rev,60
3,5,1052,2749,pushdown-filter-proj,341
3,5,1052,2749,pushdown-filter-inner-join,86
3,5,1052,2749,pushdown-join-condition-left-1,11
3,5,1052,2749,pushdown-join-condition-right-1,45
3,5,1052,2749,identical-proj,19
3,5,1052,2749,pushdown-proj-filter,139
3,5,1052,2749,pushdown-proj-join,206
3,6,2373,6662,and-true,14
3,6,2373,6662,and-comm,144
3,6,2373,6662,filter-true,279
3,6,2373,6662,inner-join-right-rotate,477
3,6,2373,6662,inner-hash-join-swap,145
3,6,2373,6662,hash-join-on-one-eq,54
3,6,2373,6662,hash-join-on-three-eq-rev,12
3,7,2216,7666,inner-hash-join-swap,60
3,7,2216,7666,hash-join-on-one-eq,52
3,7,2216,7666,hash-join-on-one-eq-rev,34
3,7,2216,7666,hash-join-on-two-eq-rev,33
