Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,82,82,mul-comm,1
2,0,82,82,eq-comm,7
2,0,82,82,gt-comm,1
2,0,82,82,ge-comm,1
2,0,82,82,and-comm,1
2,0,82,82,pushdown-filter-proj,1
2,0,82,82,pushdown-proj-order,1
2,0,82,82,pushdown-proj-filter,1
2,0,82,82,pushdown-proj-hashagg,1
2,0,82,82,pushdown-proj-join,5
2,1,104,124,pushdown-filter-proj,2
2,1,104,124,pushdown-filter-inner-join,1
2,1,104,124,identical-proj,12
2,1,104,124,pushdown-proj-proj,1
2,1,104,124,pushdown-proj-order,1
2,1,104,124,pushdown-proj-filter,3
2,1,104,124,pushdown-proj-join,2
2,2,96,145,and-comm,1
2,2,96,145,pushdown-filter-proj,2
2,2,96,145,identical-proj,5
2,3,88,146,pushdown-join-condition-left,1
2,4,89,148,pushdown-filter-proj,2
2,4,89,148,pushdown-proj-join,1
2,5,93,155,pushdown-filter-inner-join,1
2,5,93,155,pushdown-proj-proj,1
2,5,93,155,pushdown-proj-join,1
