Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,73,73,eq-comm,1
3,0,73,73,and-comm,1
3,0,73,73,filter-split,1
3,0,73,73,inner-hash-join-swap,3
3,0,73,73,hash-join-on-one-eq-rev,3
3,0,73,73,pushdown-proj-topn,1
3,0,73,73,pushdown-proj-filter,2
3,0,73,73,pushdown-proj-hashagg,1
3,1,91,104,eq-comm,3
3,1,91,104,and-true,3
3,1,91,104,and-comm,3
3,1,91,104,filter-split,3
3,1,91,104,inner-join-right-rotate-1,2
3,1,91,104,inner-join-swap,3
3,1,91,104,hash-join-on-one-eq-rev,6
3,1,91,104,pushdown-filter-proj,2
3,1,91,104,pushdown-join-condition-left,3
3,1,91,104,pushdown-join-condition-right,3
3,1,91,104,identical-proj,3
3,1,91,104,pushdown-proj-topn,1
3,1,91,104,pushdown-proj-filter,1
3,1,91,104,pushdown-proj-join,3
3,2,109,165,and-comm,2
3,2,109,165,and-assoc,2
3,2,109,165,filter-true,6
3,2,109,165,inner-join-right-rotate-1,8
3,2,109,165,inner-join-swap,5
3,2,109,165,hash-join-on-one-eq,3
3,2,109,165,hash-join-on-two-eq,2
3,2,109,165,hash-join-on-one-eq-1,11
3,2,109,165,pushdown-filter-proj,7
3,2,109,165,pushdown-join-condition-left,3
3,2,109,165,pushdown-join-condition-right,3
3,2,109,165,identical-proj,7
3,2,109,165,pushdown-proj-join,2
3,3,118,259,and-comm,4
3,3,118,259,and-assoc,3
3,3,118,259,filter-true,3
3,3,118,259,filter-merge,4
3,3,118,259,filter-split,3
3,3,118,259,inner-join-right-rotate,3
3,3,118,259,inner-join-right-rotate-1,5
3,3,118,259,inner-join-swap,8
3,3,118,259,inner-hash-join-swap,2
3,3,118,259,hash-join-on-two-eq,10
3,3,118,259,hash-join-on-one-eq-1,12
3,3,118,259,hash-join-on-one-eq-rev,2
3,3,118,259,pushdown-filter-proj,3
3,3,118,259,pushdown-join-condition-left-1,1
3,3,118,259,pushdown-join-condition-right,3
3,3,118,259,pushdown-join-condition-right-1,2
3,3,118,259,identical-proj,2
3,3,118,259,pushdown-proj-filter,6
3,3,118,259,pushdown-proj-join,4
3,4,174,411,and-true,4
3,4,174,411,and-comm,7
3,4,174,411,and-assoc,1
3,4,174,411,filter-true,10
3,4,174,411,filter-split,20
3,4,174,411,inner-join-right-rotate,7
3,4,174,411,inner-join-right-rotate-1,12
3,4,174,411,inner-join-swap,20
3,4,174,411,inner-hash-join-swap,2
3,4,174,411,hash-join-on-one-eq,2
3,4,174,411,hash-join-on-two-eq,2
3,4,174,411,hash-join-on-three-eq,4
3,4,174,411,hash-join-on-one-eq-1,20
3,4,174,411,hash-join-on-one-eq-rev,8
3,4,174,411,pushdown-filter-proj,18
3,4,174,411,pushdown-filter-inner-join,4
3,4,174,411,pushdown-join-condition-left,5
3,4,174,411,pushdown-join-condition-left-1,1
3,4,174,411,pushdown-join-condition-right,11
3,4,174,411,identical-proj,4
3,4,174,411,pushdown-proj-filter,16
3,4,174,411,pushdown-proj-join,6
3,5,269,717,and-comm,1
3,5,269,717,filter-true,24
3,5,269,717,filter-split,60
3,5,269,717,inner-join-right-rotate,15
3,5,269,717,inner-join-right-rotate-1,50
3,5,269,717,inner-join-swap,42
3,5,269,717,inner-hash-join-swap,10
3,5,269,717,hash-join-on-one-eq,12
3,5,269,717,hash-join-on-two-eq,12
3,5,269,717,hash-join-on-three-eq,20
3,5,269,717,hash-join-on-one-eq-1,44
3,5,269,717,hash-join-on-one-eq-rev,14
3,5,269,717,pushdown-filter-proj,39
3,5,269,717,pushdown-filter-inner-join,2
3,5,269,717,pushdown-join-condition-left,6
3,5,269,717,pushdown-join-condition-right,31
3,5,269,717,pushdown-join-condition-right-1,3
3,5,269,717,identical-proj,5
3,5,269,717,pushdown-proj-filter,37
3,5,269,717,pushdown-proj-join,18
3,6,524,1451,filter-true,54
3,6,524,1451,filter-split,167
3,6,524,1451,inner-join-right-rotate,45
3,6,524,1451,inner-join-right-rotate-1,124
3,6,524,1451,inner-join-swap,141
3,6,524,1451,inner-hash-join-swap,52
3,6,524,1451,hash-join-on-one-eq,21
3,6,524,1451,hash-join-on-two-eq,36
3,6,524,1451,hash-join-on-one-eq-1,109
3,6,524,1451,hash-join-on-one-eq-rev,29
3,6,524,1451,pushdown-filter-proj,95
3,6,524,1451,pushdown-filter-inner-join,24
3,6,524,1451,pushdown-join-condition-left,20
3,6,524,1451,pushdown-join-condition-right,59
3,6,524,1451,pushdown-join-condition-right-1,2
3,6,524,1451,identical-proj,20
3,6,524,1451,pushdown-proj-proj,69
3,6,524,1451,pushdown-proj-filter,127
3,6,524,1451,pushdown-proj-join,43
3,7,846,3185,filter-true,68
3,7,846,3185,filter-split,360
3,7,846,3185,inner-join-right-rotate,81
3,7,846,3185,inner-hash-join-swap,189
3,7,846,3185,hash-join-on-one-eq,31
3,7,846,3185,hash-join-on-two-eq,50
3,7,846,3185,hash-join-on-one-eq-rev,50
3,7,846,3185,hash-join-on-three-eq-rev,6
3,7,846,3185,pushdown-filter-inner-join,55
3,7,846,3185,pushdown-join-condition-left-1,5
3,7,846,3185,pushdown-join-condition-right-1,26
3,7,846,3185,identical-proj,36
