Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,78,78,eq-comm,2
3,0,78,78,and-comm,1
3,0,78,78,filter-split,1
3,0,78,78,hash-join-on-one-eq-rev,2
3,0,78,78,pushdown-filter-proj,1
3,0,78,78,pushdown-proj-filter,1
3,0,78,78,pushdown-proj-agg,1
3,0,78,78,pushdown-proj-hashagg,1
3,1,88,98,eq-comm,2
3,1,88,98,and-true,2
3,1,88,98,and-comm,2
3,1,88,98,filter-split,1
3,1,88,98,hash-join-on-one-eq-rev,2
3,1,88,98,pushdown-filter-proj,1
3,1,88,98,pushdown-join-condition-left,2
3,1,88,98,pushdown-join-condition-right,2
3,1,88,98,identical-proj,3
3,1,88,98,pushdown-proj-proj,1
3,1,88,98,pushdown-proj-filter,1
3,1,88,98,pushdown-proj-join,1
3,2,90,120,filter-true,4
3,2,90,120,filter-merge,3
3,2,90,120,inner-join-swap,1
3,2,90,120,inner-hash-join-swap,1
3,2,90,120,hash-join-on-one-eq,1
3,2,90,120,pushdown-join-condition-left,1
3,2,90,120,pushdown-join-condition-right,1
3,2,90,120,identical-proj,2
3,2,90,120,pushdown-proj-join,1
3,3,91,141,and-true,3
3,3,91,141,and-comm,3
3,3,91,141,inner-join-swap,1
3,3,91,141,hash-join-on-one-eq,2
3,3,91,141,hash-join-on-one-eq-1,2
3,3,91,141,pushdown-join-condition-left,1
3,3,91,141,pushdown-join-condition-right,1
3,3,91,141,identical-proj,3
3,3,91,141,pushdown-proj-filter,3
3,4,90,163,filter-split,15
3,4,90,163,pushdown-filter-proj,3
3,4,90,163,identical-proj,3
3,4,90,163,pushdown-proj-filter,1
3,5,88,188,filter-true,2
3,5,88,188,inner-join-swap,1
3,5,88,188,pushdown-filter-proj,1
3,5,88,188,identical-proj,1
3,6,85,190,None,0
