Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,0,86,86,eq-comm,4
1,0,86,86,and-comm,3
1,0,86,86,and-assoc,2
1,0,86,86,filter-split,1
1,1,89,99,and-comm,4
1,1,89,99,and-assoc,5
1,1,89,99,filter-split,5
1,2,98,122,and-comm,10
1,2,98,122,and-assoc,6
1,2,98,122,filter-merge,2
1,2,98,122,filter-split,16
1,3,112,170,and-comm,8
1,3,112,170,and-assoc,5
1,3,112,170,filter-merge,15
1,3,112,170,filter-split,19
1,4,115,220,and-comm,3
1,4,115,220,filter-merge,8
1,4,115,220,filter-split,7
1,5,108,231,None,0
