Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,69,69,and-comm,2
3,0,69,69,filter-split,2
3,0,69,69,hash-join-on-one-eq-rev,1
3,0,69,69,pushdown-join-condition-left-1,1
3,0,69,69,pushdown-join-condition-right-1,1
3,0,69,69,pushdown-proj-order,1
3,0,69,69,pushdown-proj-filter,2
3,0,69,69,pushdown-proj-agg,1
3,0,69,69,pushdown-proj-hashagg,1
3,1,85,97,eq-comm,1
3,1,85,97,and-true,1
3,1,85,97,and-comm,1
3,1,85,97,filter-true,2
3,1,85,97,filter-split,6
3,1,85,97,hash-join-on-one-eq-rev,1
3,1,85,97,pushdown-filter-proj,3
3,1,85,97,pushdown-join-condition-left,1
3,1,85,97,pushdown-join-condition-right,1
3,1,85,97,identical-proj,4
3,1,85,97,pushdown-proj-order,1
3,1,85,97,pushdown-proj-filter,2
3,1,85,97,pushdown-proj-hashagg,1
3,1,85,97,pushdown-proj-join,2
3,2,94,139,filter-true,3
3,2,94,139,hash-join-on-one-eq,1
3,2,94,139,pushdown-filter-proj,12
3,2,94,139,pushdown-filter-left-outer-join,1
3,2,94,139,pushdown-join-condition-left,1
3,2,94,139,pushdown-join-condition-left-1,1
3,2,94,139,pushdown-join-condition-right,1
3,2,94,139,pushdown-join-condition-right-1,1
3,2,94,139,identical-proj,8
3,2,94,139,pushdown-proj-filter,2
3,3,87,175,filter-true,2
3,3,87,175,filter-merge,5
3,3,87,175,pushdown-filter-proj,4
3,3,87,175,pushdown-join-condition-left-1,1
3,3,87,175,identical-proj,2
3,3,87,175,pushdown-proj-filter,1
3,4,89,193,and-true,3
3,4,89,193,and-comm,3
3,4,89,193,filter-true,2
3,4,89,193,pushdown-filter-proj,1
3,4,89,193,pushdown-proj-filter,2
3,5,83,199,filter-split,8
3,6,85,209,filter-true,2
3,7,83,209,None,0
