Stage,Class_ID,Node_Count,Nodes
3,0,1,Constant(Bool(true))
3,1,1,Column($0.1)
3,2,1,Column($0.0)
3,3,1,"List([2, 1])"
3,4,1,Table($0)
3,5,3,"Scan([4, 3, 0]); Proj([3, 5]); Filter([0, 5])"
3,6,1,Column($6.4)
3,7,1,Column($6.0)
3,8,1,"List([7, 6])"
3,9,1,Table($6)
3,10,3,"Scan([9, 8, 0]); Proj([8, 10]); Filter([0, 10])"
3,11,1,Column($4.3)
3,12,1,Column($4.1)
3,13,1,Column($4.0)
3,14,1,"List([13, 12, 11])"
3,15,1,Table($4)
3,16,3,"Scan([15, 14, 0]); Proj([14, 16]); Filter([0, 16])"
3,17,1,Column($3.3)
3,18,1,Column($3.0)
3,19,1,"List([18, 17])"
3,20,1,Table($3)
3,21,3,"Scan([20, 19, 0]); Proj([19, 21]); Filter([0, 21])"
3,22,1,Column($2.1)
3,23,1,Column($2.0)
3,24,1,"List([23, 22])"
3,25,1,Table($2)
3,26,3,"Scan([25, 24, 0]); Proj([24, 26]); Filter([0, 26])"
3,27,1,"Constant(String(""%green%""))"
3,28,3,"And([0, 28]); And([28, 0]); Like([22, 27])"
3,29,3,"Proj([24, 29]); Filter([0, 29]); Filter([28, 26])"
3,30,1,List([23])
3,31,3,"Proj([30, 29]); Proj([30, 31]); Filter([0, 31])"
3,32,1,Column($7.6)
3,33,1,Column($7.5)
3,34,1,Column($7.4)
3,35,1,Column($7.2)
3,36,1,Column($7.1)
3,37,1,Column($7.0)
3,38,1,"List([37, 36, 35, 34, 33, 32])"
3,39,1,Table($7)
3,40,3,"Scan([39, 38, 0]); Proj([38, 40]); Filter([0, 40])"
3,41,1,List([36])
3,42,1,Inner
3,43,3,"Filter([0, 43]); Join([42, 91, 40, 31]); HashJoin([42, 0, 41, 30, 40, 31])"
3,44,1,List([18])
3,45,1,List([35])
3,46,8,"Filter([0, 46]); Filter([91, 322]); Filter([94, 732]); Join([42, 94, 43, 21]); Join([42, 131, 40, 132]); HashJoin([42, 0, 45, 44, 43, 21]); HashJoin([42, 0, 50, 304, 40, 132]); HashJoin([42, 0, 306, 707, 40, 132])"
3,47,1,"List([17, 37, 36, 35, 34, 33, 32])"
3,48,25,"Proj([47, 46]); Proj([47, 48]); Proj([47, 146]); Proj([47, 187]); Proj([47, 281]); Proj([47, 385]); Proj([47, 490]); Proj([47, 844]); Proj([47, 849]); Proj([47, 1270]); Proj([47, 1668]); Proj([47, 1670]); Proj([47, 2098]); Proj([47, 2102]); Proj([47, 2106]); Proj([47, 4924]); Proj([47, 4927]); Proj([47, 4930]); Proj([47, 4933]); Proj([47, 5410]); Proj([47, 5413]); Proj([47, 5417]); Proj([47, 6955]); Proj([47, 6957]); Filter([0, 48])"
3,49,1,"List([12, 13])"
3,50,1,"List([35, 36])"
3,51,6,"Filter([0, 51]); Filter([103, 328]); Filter([104, 325]); Join([42, 105, 48, 16]); HashJoin([42, 0, 50, 49, 48, 16]); HashJoin([42, 0, 306, 307, 48, 16])"
3,52,1,"List([17, 37, 34, 33, 32, 11])"
3,53,73,"Proj([52, 51]); Proj([52, 53]); Proj([52, 136]); Proj([52, 148]); Proj([52, 228]); Proj([52, 231]); Proj([52, 285]); Proj([52, 496]); Proj([52, 502]); Proj([52, 507]); Proj([52, 655]); Proj([52, 657]); Proj([52, 659]); Proj([52, 856]); Proj([52, 860]); Proj([52, 864]); Proj([52, 868]); Proj([52, 871]); Proj([52, 875]); Proj([52, 1279]); Proj([52, 1282]); Proj([52, 1285]); Proj([52, 1676]); Proj([52, 1678]); Proj([52, 1680]); Proj([52, 2116]); Proj([52, 2120]); Proj([52, 2127]); Proj([52, 2133]); Proj([52, 2235]); Proj([52, 2239]); Proj([52, 3672]); Proj([52, 3680]); Proj([52, 3682]); Proj([52, 3686]); Proj([52, 3688]); Proj([52, 3694]); Proj([52, 3698]); Proj([52, 3700]); Proj([52, 4937]); Proj([52, 4941]); Proj([52, 4944]); Proj([52, 4947]); Proj([52, 4950]); Proj([52, 4954]); Proj([52, 4958]); Proj([52, 4962]); Proj([52, 4968]); Proj([52, 4972]); Proj([52, 4976]); Proj([52, 4984]); Proj([52, 4987]); Proj([52, 4991]); Proj([52, 4998]); Proj([52, 5001]); Proj([52, 5007]); Proj([52, 5421]); Proj([52, 5425]); Proj([52, 5428]); Proj([52, 5432]); Proj([52, 5436]); Proj([52, 5439]); Proj([52, 5442]); Proj([52, 5444]); Proj([52, 5448]); Proj([52, 5457]); Proj([52, 5461]); Proj([52, 5464]); Proj([52, 5470]); Proj([52, 6471]); Proj([52, 6959]); Proj([52, 6961]); Filter([0, 53])"
3,54,1,List([7])
3,55,1,List([37])
3,56,3,"Filter([0, 56]); Join([42, 97, 53, 10]); HashJoin([42, 0, 55, 54, 53, 10])"
3,57,1,"List([17, 34, 33, 32, 11, 6])"
