Stage,Class_ID,Node_Count,Nodes
1,0,1,Constant(Bool(true))
1,1,1,Column($0.3)
1,2,1,Column($0.2)
1,3,1,Column($0.1)
1,4,1,Column($0.0)
1,5,1,"List([4, 3, 2, 1])"
1,6,1,Table($0)
1,7,1,"Scan([6, 5, 0])"
1,8,1,Column($6.8)
1,9,1,Column($6.7)
1,10,1,Column($6.6)
1,11,1,Column($6.5)
1,12,1,Column($6.4)
1,13,1,Column($6.3)
1,14,1,Column($6.2)
1,15,1,Column($6.1)
1,16,1,Column($6.0)
1,17,1,"List([16, 15, 14, 13, 12, 11, 10, 9, 8])"
1,18,1,Table($6)
1,19,1,"Scan([18, 17, 0])"
1,20,1,Column($4.4)
1,21,1,Column($4.3)
1,22,1,Column($4.2)
1,23,1,Column($4.1)
1,24,1,Column($4.0)
1,25,1,"List([24, 23, 22, 21, 20])"
1,26,1,Table($4)
1,27,1,"Scan([26, 25, 0])"
1,28,1,Column($7.15)
1,29,1,Column($7.14)
1,30,1,Column($7.13)
1,31,1,Column($7.12)
1,32,1,Column($7.11)
1,33,1,Column($7.10)
1,34,1,Column($7.9)
1,35,1,Column($7.8)
1,36,1,Column($7.7)
1,37,1,Column($7.6)
1,38,1,Column($7.5)
1,39,1,Column($7.4)
1,40,1,Column($7.3)
1,41,1,Column($7.2)
1,42,1,Column($7.1)
1,43,1,Column($7.0)
1,44,1,"List([43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28])"
1,45,1,Table($7)
1,46,1,"Scan([45, 44, 0])"
1,47,1,Column($3.6)
1,48,1,Column($3.5)
1,49,1,Column($3.4)
1,50,1,Column($3.3)
1,51,1,Column($3.2)
1,52,1,Column($3.1)
1,53,1,Column($3.0)
1,54,1,"List([53, 52, 51, 50, 49, 48, 47])"
1,55,1,Table($3)
1,56,1,"Scan([55, 54, 0])"
1,57,1,Column($2.8)
1,58,1,Column($2.7)
1,59,1,Column($2.6)
1,60,1,Column($2.5)
1,61,1,Column($2.4)
1,62,1,Column($2.3)
1,63,1,Column($2.2)
1,64,1,Column($2.1)
1,65,1,Column($2.0)
1,66,1,"List([65, 64, 63, 62, 61, 60, 59, 58, 57])"
1,67,1,Table($2)
1,68,1,"Scan([67, 66, 0])"
1,69,1,Inner
1,70,1,"Join([69, 0, 68, 56])"
1,71,1,"Join([69, 0, 70, 46])"
1,72,1,"Join([69, 0, 71, 27])"
1,73,1,"Join([69, 0, 72, 19])"
1,74,1,"Join([69, 0, 73, 7])"
1,75,2,"Eq([41, 53]); Eq([53, 41])"
1,76,2,"Eq([23, 41]); Eq([41, 23])"
1,77,2,"And([75, 76]); And([76, 75])"
1,78,2,"Eq([24, 42]); Eq([42, 24])"
1,79,6,"And([75, 123]); And([76, 145]); And([77, 78]); And([78, 77]); And([123, 75]); And([145, 76])"
1,80,2,"Eq([42, 65]); Eq([65, 42])"
1,81,14,"And([75, 153]); And([76, 151]); And([77, 125]); And([78, 147]); And([79, 80]); And([80, 79]); And([123, 234]); And([125, 77]); And([145, 373]); And([147, 78]); And([151, 76]); And([153, 75]); And([234, 123]); And([373, 145])"
1,82,2,"Eq([16, 43]); Eq([43, 16])"
1,83,32,"And([75, 163]); And([76, 256]); And([76, 695]); And([77, 161]); And([78, 159]); And([79, 127]); And([80, 155]); And([81, 82]); And([82, 81]); And([123, 248]); And([123, 691]); And([123, 701]); And([125, 238]); And([127, 79]); And([145, 387]); And([147, 379]); And([151, 698]); And([153, 376]); And([155, 80]); And([159, 78]); And([161, 77]); And([163, 75]); And([238, 125]); And([248, 123]); And([256, 76]); And([376, 153]); And([379, 147]); And([387, 145]); And([691, 123]); And([695, 76]); And([698, 151]); And([701, 123])"
1,84,2,"Eq([4, 50]); Eq([50, 4])"
