Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,55,55,eq-comm,1
3,0,55,55,inner-hash-join-swap,1
3,0,55,55,hash-join-on-one-eq-rev,2
3,0,55,55,pushdown-proj-topn,1
3,0,55,55,pushdown-proj-filter,2
3,0,55,55,pushdown-proj-hashagg,1
3,1,68,76,eq-comm,2
3,1,68,76,and-true,2
3,1,68,76,and-comm,2
3,1,68,76,inner-join-right-rotate,1
3,1,68,76,inner-join-swap,1
3,1,68,76,hash-join-on-one-eq-rev,3
3,1,68,76,pushdown-filter-proj,2
3,1,68,76,pushdown-join-condition-left,2
3,1,68,76,pushdown-join-condition-right,2
3,1,68,76,identical-proj,3
3,1,68,76,pushdown-proj-topn,1
3,1,68,76,pushdown-proj-join,1
3,2,73,105,and-comm,1
3,2,73,105,and-assoc,1
3,2,73,105,filter-true,4
3,2,73,105,filter-merge,1
3,2,73,105,inner-join-right-rotate-1,1
3,2,73,105,inner-join-swap,3
3,2,73,105,inner-hash-join-swap,1
3,2,73,105,hash-join-on-one-eq,1
3,2,73,105,hash-join-on-one-eq-1,3
3,2,73,105,pushdown-filter-proj,2
3,2,73,105,pushdown-join-condition-left,1
3,2,73,105,pushdown-join-condition-right,2
3,2,73,105,identical-proj,2
3,2,73,105,pushdown-proj-join,5
3,3,83,152,and-true,1
3,3,83,152,and-comm,2
3,3,83,152,filter-true,3
3,3,83,152,filter-merge,2
3,3,83,152,filter-split,2
3,3,83,152,inner-join-right-rotate,1
3,3,83,152,inner-join-right-rotate-1,2
3,3,83,152,inner-join-swap,5
3,3,83,152,inner-hash-join-swap,1
3,3,83,152,hash-join-on-one-eq,5
3,3,83,152,hash-join-on-one-eq-1,7
3,3,83,152,pushdown-filter-inner-join,1
3,3,83,152,pushdown-join-condition-left,3
3,3,83,152,pushdown-join-condition-right,2
3,3,83,152,identical-proj,4
3,3,83,152,pushdown-proj-filter,3
3,3,83,152,pushdown-proj-join,1
3,4,89,218,and-true,2
3,4,89,218,and-comm,2
3,4,89,218,filter-true,3
3,4,89,218,filter-split,6
3,4,89,218,inner-join-right-rotate-1,1
3,4,89,218,inner-join-swap,5
3,4,89,218,inner-hash-join-swap,1
3,4,89,218,hash-join-on-one-eq,3
3,4,89,218,hash-join-on-two-eq,4
3,4,89,218,hash-join-on-one-eq-1,5
3,4,89,218,hash-join-on-one-eq-rev,2
3,4,89,218,pushdown-filter-proj,6
3,4,89,218,pushdown-join-condition-right,3
3,4,89,218,identical-proj,1
3,4,89,218,pushdown-proj-filter,6
3,4,89,218,pushdown-proj-join,4
3,5,118,304,filter-true,8
3,5,118,304,filter-split,11
3,5,118,304,inner-join-right-rotate,3
3,5,118,304,inner-join-right-rotate-1,1
3,5,118,304,inner-join-swap,10
3,5,118,304,inner-hash-join-swap,7
3,5,118,304,hash-join-on-one-eq,3
3,5,118,304,hash-join-on-two-eq,8
3,5,118,304,hash-join-on-one-eq-1,12
3,5,118,304,hash-join-on-one-eq-rev,4
3,5,118,304,pushdown-filter-proj,8
3,5,118,304,pushdown-filter-inner-join,1
3,5,118,304,pushdown-join-condition-left,1
3,5,118,304,pushdown-join-condition-right,4
3,5,118,304,identical-proj,2
3,5,118,304,pushdown-proj-filter,8
3,5,118,304,pushdown-proj-join,2
3,6,136,431,filter-true,11
3,6,136,431,filter-split,15
3,6,136,431,inner-join-right-rotate,1
3,6,136,431,inner-join-right-rotate-1,3
3,6,136,431,inner-join-swap,15
3,6,136,431,inner-hash-join-swap,4
3,6,136,431,hash-join-on-one-eq,1
3,6,136,431,hash-join-on-one-eq-1,4
3,6,136,431,hash-join-on-one-eq-rev,5
3,6,136,431,pushdown-filter-proj,9
3,6,136,431,pushdown-filter-inner-join,1
3,6,136,431,pushdown-join-condition-left,2
3,6,136,431,pushdown-join-condition-right,6
3,6,136,431,identical-proj,3
3,6,136,431,pushdown-proj-proj,7
3,6,136,431,pushdown-proj-filter,11
3,6,136,431,pushdown-proj-join,2
3,7,164,569,filter-true,11
3,7,164,569,filter-split,23
3,7,164,569,inner-join-right-rotate,7
3,7,164,569,inner-join-right-rotate-1,10
3,7,164,569,inner-join-swap,21
3,7,164,569,inner-hash-join-swap,4
3,7,164,569,hash-join-on-one-eq,3
3,7,164,569,hash-join-on-one-eq-1,3
3,7,164,569,hash-join-on-one-eq-rev,3
3,7,164,569,pushdown-filter-proj,13
3,7,164,569,pushdown-filter-inner-join,3
3,7,164,569,pushdown-join-condition-left,2
3,7,164,569,pushdown-join-condition-right,2
3,7,164,569,identical-proj,6
3,7,164,569,pushdown-proj-proj,10
3,7,164,569,pushdown-proj-filter,22
3,7,164,569,pushdown-proj-join,4
