Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,0,51,51,eq-comm,1
2,0,0,51,51,lt-comm,2
2,0,0,51,51,ge-comm,1
2,0,0,51,51,and-comm,1
2,0,0,51,51,filter-split,1
2,0,0,51,51,pushdown-proj-order,1
2,0,0,51,51,pushdown-proj-hashagg,1
2,0,1,55,63,filter-split,1
2,0,1,55,63,identical-proj,1
2,0,1,55,63,pushdown-proj-order,1
2,0,1,55,63,pushdown-proj-hashagg,1
2,0,1,55,63,pushdown-proj-join,1
2,0,2,63,76,identical-proj,3
2,0,2,63,76,pushdown-proj-filter,4
2,0,2,63,76,pushdown-proj-join,1
2,0,3,73,94,filter-split,2
2,0,3,73,94,pushdown-filter-proj,4
2,0,3,73,94,identical-proj,2
2,0,3,73,94,pushdown-proj-filter,6
2,0,3,73,94,pushdown-proj-scan,2
2,0,4,80,118,filter-split,2
2,0,4,80,118,pushdown-filter-proj,11
2,0,4,80,118,identical-proj,6
2,0,4,80,118,pushdown-proj-filter,1
2,0,5,68,132,None,0
