Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,2,0,37,37,eq-comm,1
2,2,0,37,37,gt-comm,2
2,2,0,37,37,ge-comm,1
2,2,0,37,37,and-comm,1
2,2,0,37,37,filter-split,1
2,2,0,37,37,pushdown-proj-order,1
2,2,0,37,37,pushdown-proj-filter,2
2,2,0,37,37,pushdown-proj-hashagg,1
2,2,0,37,37,pushdown-proj-join,1
2,2,1,48,59,filter-split,3
2,2,1,48,59,pushdown-filter-proj,2
2,2,1,48,59,identical-proj,6
2,2,1,48,59,pushdown-proj-order,1
2,2,1,48,59,pushdown-proj-filter,1
2,2,2,44,73,pushdown-filter-proj,3
2,2,2,44,73,identical-proj,2
2,2,3,40,74,None,0
