Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,0,37,37,eq-comm,1
3,0,0,37,37,and-comm,1
3,0,0,37,37,filter-split,1
3,0,0,37,37,pushdown-proj-order,1
3,0,0,37,37,pushdown-proj-filter,2
3,0,0,37,37,pushdown-proj-hashagg,1
3,0,0,37,37,pushdown-proj-join,1
3,0,1,48,56,filter-split,3
3,0,1,48,56,hash-join-on-one-eq,2
3,0,1,48,56,pushdown-filter-proj,2
3,0,1,48,56,identical-proj,6
3,0,1,48,56,pushdown-proj-order,1
3,0,1,48,56,pushdown-proj-filter,1
3,0,2,45,73,hash-join-on-one-eq-rev,1
3,0,2,45,73,pushdown-filter-proj,3
3,0,2,45,73,identical-proj,2
3,0,3,42,76,and-true,1
3,0,3,42,76,and-comm,1
3,0,3,42,76,pushdown-join-condition-left,1
3,0,3,42,76,pushdown-join-condition-right,1
3,0,4,43,81,filter-true,2
3,0,4,43,81,pushdown-filter-proj,2
3,0,5,43,86,filter-true,2
3,0,5,43,86,filter-merge,4
3,0,6,45,94,and-true,4
3,0,6,45,94,and-comm,4
3,0,7,41,98,filter-split,8
