Stage,Class_ID,Node_Count,Nodes
0,0,1,Constant(Bool(true))
0,1,1,Column($1.2(1))
0,2,1,Column($1.1(1))
0,3,1,Column($1.0(1))
0,4,1,"List([3, 2, 1])"
0,5,1,Table($1)
0,6,1,"Scan([5, 4, 0])"
0,7,1,Column($0.3(1))
0,8,1,Column($0.2(1))
0,9,1,Column($0.1(1))
0,10,1,Column($0.0(1))
0,11,1,"List([10, 9, 8, 7])"
0,12,1,Table($0)
0,13,1,"Scan([12, 11, 0])"
0,14,1,Column($3.6(1))
0,15,1,Column($3.5(1))
0,16,1,Column($3.4(1))
0,17,1,Column($3.3(1))
0,18,1,Column($3.2(1))
0,19,1,Column($3.1(1))
0,20,1,Column($3.0(1))
0,21,1,"List([20, 19, 18, 17, 16, 15, 14])"
0,22,1,Table($3)
0,23,1,"Scan([22, 21, 0])"
0,24,1,Column($4.4(1))
0,25,1,Column($4.3(1))
0,26,1,Column($4.2(1))
0,27,1,Column($4.1(1))
0,28,1,Column($4.0(1))
0,29,1,"List([28, 27, 26, 25, 24])"
0,30,1,Table($4)
0,31,1,"Scan([30, 29, 0])"
0,32,1,Inner
0,33,1,"Join([32, 0, 31, 23])"
0,34,1,"Join([32, 0, 33, 13])"
0,35,1,"Join([32, 0, 34, 6])"
0,36,1,"Constant(String(""EUROPE""))"
0,37,1,"Eq([2, 36])"
0,38,1,"Eq([8, 3])"
0,39,1,"Eq([17, 10])"
0,40,1,"Eq([20, 27])"
0,41,1,Column($2.0)
0,42,1,"Eq([41, 28])"
0,43,1,"And([42, 40])"
0,44,1,"And([43, 39])"
0,45,1,"And([44, 38])"
0,46,1,"And([45, 37])"
0,47,1,"Filter([46, 35])"
0,48,1,Min(25)
0,49,1,List([48])
0,50,1,"Agg([49, 47])"
0,51,1,"Filter([0, 50])"
0,52,1,List([])
0,53,1,"Order([52, 51])"
0,54,1,Ref(48)
0,55,1,List([54])
0,56,1,"Proj([55, 53])"
0,57,1,Constant(Int32(0))
0,58,1,Constant(Null)
0,59,1,"Limit([58, 57, 56])"
0,60,1,Column($1.2)
0,61,1,Column($1.1)
0,62,1,Column($1.0)
0,63,1,"List([62, 61, 60])"
0,64,1,"Scan([5, 63, 0])"
0,65,1,Column($0.3)
0,66,1,Column($0.2)
0,67,1,Column($0.1)
0,68,1,Column($0.0)
0,69,1,"List([68, 67, 66, 65])"
0,70,1,"Scan([12, 69, 0])"
0,71,1,Column($4.4)
0,72,1,Column($4.3)
0,73,1,Column($4.2)
0,74,1,Column($4.1)
0,75,1,Column($4.0)
0,76,1,"List([75, 74, 73, 72, 71])"
0,77,1,"Scan([30, 76, 0])"
0,78,1,Column($3.6)
0,79,1,Column($3.5)
0,80,1,Column($3.4)
0,81,1,Column($3.3)
0,82,1,Column($3.2)
0,83,1,Column($3.1)
0,84,1,Column($3.0)
0,85,1,"List([84, 83, 82, 81, 80, 79, 78])"
0,86,1,"Scan([22, 85, 0])"
0,87,1,Column($2.8)
0,88,1,Column($2.7)
0,89,1,Column($2.6)
0,90,1,Column($2.5)
0,91,1,Column($2.4)
0,92,1,Column($2.3)
0,93,1,Column($2.2)
0,94,1,Column($2.1)
0,95,1,"List([41, 94, 93, 92, 91, 90, 89, 88, 87])"
0,96,1,Table($2)
0,97,1,"Scan([96, 95, 0])"
0,98,1,"Join([32, 0, 97, 86])"
0,99,1,"Join([32, 0, 98, 77])"
0,100,1,"Join([32, 0, 99, 70])"
0,101,1,"Join([32, 0, 100, 64])"
0,102,1,LeftOuter
0,103,1,"Apply([102, 101, 59])"
0,104,1,"Eq([72, 54])"
0,105,1,"Eq([61, 36])"
0,106,1,"Eq([66, 62])"
0,107,1,"Eq([81, 68])"
0,108,1,"Constant(String(""%BRASS""))"
0,109,1,"Like([91, 108])"
0,110,1,Constant(Int32(15))
0,111,1,"Eq([90, 110])"
0,112,1,"Eq([84, 74])"
0,113,1,"Eq([41, 75])"
0,114,1,"And([113, 112])"
0,115,1,"And([114, 111])"
0,116,1,"And([115, 109])"
0,117,1,"And([116, 107])"
0,118,1,"And([117, 106])"
0,119,1,"And([118, 105])"
0,120,1,"And([119, 104])"
0,121,1,"Filter([120, 103])"
0,122,1,"Filter([0, 121])"
0,123,1,Desc(79)
0,124,1,"List([123, 67, 83, 41])"
0,125,1,"Order([124, 122])"
0,126,1,"List([79, 83, 67, 41, 93, 82, 80, 78])"
0,127,1,"Proj([126, 125])"
0,128,1,Constant(Int32(100))
0,129,1,"Limit([128, 57, 127])"
