Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,2
25,1
26,1
27,1
28,1
29,2
30,14
31,1
32,1
33,30
34,31
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,6
43,6
44,15
45,6
46,6
47,6
48,6
49,2
50,14
51,14
52,2
53,2
54,1
55,3
56,3
57,1
58,6
59,15
60,2
61,14
62,14
63,2
64,6
65,7
66,2
67,2
68,15
69,7
70,7
71,3
72,3
73,3
74,3
75,7
76,1
77,15
78,7
79,7
80,6
81,7
82,7
83,1
84,1
85,6
86,3
87,7
88,3
89,2
90,7
91,15
92,3
93,3
