Stage,Class_ID,Node_Count,Nodes
0,0,1,Constant(Bool(true))
0,1,1,Column($7.15)
0,2,1,Column($7.14)
0,3,1,Column($7.13)
0,4,1,Column($7.12)
0,5,1,Column($7.11)
0,6,1,Column($7.10)
0,7,1,Column($7.9)
0,8,1,Column($7.8)
0,9,1,Column($7.7)
0,10,1,Column($7.6)
0,11,1,Column($7.5)
0,12,1,Column($7.4)
0,13,1,Column($7.3)
0,14,1,Column($7.2)
0,15,1,Column($7.1)
0,16,1,Column($7.0)
0,17,1,"List([16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1])"
0,18,1,Table($7)
0,19,1,"Scan([18, 17, 0])"
0,20,1,Column($6.8)
0,21,1,Column($6.7)
0,22,1,Column($6.6)
0,23,1,Column($6.5)
0,24,1,Column($6.4)
0,25,1,Column($6.3)
0,26,1,Column($6.2)
0,27,1,Column($6.1)
0,28,1,Column($6.0)
0,29,1,"List([28, 27, 26, 25, 24, 23, 22, 21, 20])"
0,30,1,Table($6)
0,31,1,"Scan([30, 29, 0])"
0,32,1,Column($5.7)
0,33,1,Column($5.6)
0,34,1,Column($5.5)
0,35,1,Column($5.4)
0,36,1,Column($5.3)
0,37,1,Column($5.2)
0,38,1,Column($5.1)
0,39,1,Column($5.0)
0,40,1,"List([39, 38, 37, 36, 35, 34, 33, 32])"
0,41,1,Table($5)
0,42,1,"Scan([41, 40, 0])"
0,43,1,Inner
0,44,1,"Join([43, 0, 42, 31])"
0,45,1,"Join([43, 0, 44, 19])"
0,46,1,Constant(Date(Date(9204)))
0,47,1,"Gt([6, 46])"
0,48,1,"Lt([24, 46])"
0,49,1,"Eq([16, 28])"
0,50,1,"Eq([39, 27])"
0,51,1,"Constant(String(""BUILDING""))"
0,52,1,"Eq([33, 51])"
0,53,1,"And([52, 50])"
0,54,1,"And([53, 49])"
0,55,1,"And([54, 48])"
0,56,1,"And([55, 47])"
0,57,1,"Filter([56, 45])"
0,58,1,Constant(Int32(1))
0,59,1,"Sub([58, 10])"
0,60,1,"Mul([11, 59])"
0,61,1,Sum(60)
0,62,1,List([61])
0,63,1,"List([16, 24, 21])"
0,64,1,"HashAgg([63, 62, 57])"
0,65,1,"Filter([0, 64])"
0,66,1,Ref(61)
0,67,1,Desc(66)
0,68,1,"List([67, 24])"
0,69,1,"Order([68, 65])"
0,70,1,"List([16, 66, 24, 21])"
0,71,1,"Proj([70, 69])"
0,72,1,Constant(Int32(0))
0,73,1,Constant(Int32(10))
0,74,1,"Limit([73, 72, 71])"
