Stage,Class_ID,Node_Count,Nodes
3,0,1,Constant(Bool(true))
3,1,1,Column($7.10)
3,2,1,Column($7.6)
3,3,1,Column($7.5)
3,4,1,Column($7.0)
3,5,1,"List([4, 3, 2, 1])"
3,6,1,Table($7)
3,7,3,"Scan([6, 5, 0]); Proj([5, 7]); Filter([0, 7])"
3,8,1,Constant(Date(Date(9204)))
3,9,3,"Gt([1, 8]); And([0, 9]); And([9, 0])"
3,10,3,"Proj([5, 10]); Filter([0, 10]); Filter([9, 7])"
3,11,1,"List([4, 3, 2])"
3,12,3,"Proj([11, 10]); Proj([11, 12]); Filter([0, 12])"
3,13,1,Column($6.7)
3,14,1,Column($6.4)
3,15,1,Column($6.1)
3,16,1,Column($6.0)
3,17,1,"List([16, 15, 14, 13])"
3,18,1,Table($6)
3,19,3,"Scan([18, 17, 0]); Proj([17, 19]); Filter([0, 19])"
3,20,3,"Gt([8, 14]); And([0, 20]); And([20, 0])"
3,21,3,"Proj([17, 21]); Filter([0, 21]); Filter([20, 19])"
3,22,1,Column($5.6)
3,23,1,Column($5.0)
3,24,1,"List([23, 22])"
3,25,1,Table($5)
3,26,3,"Scan([25, 24, 0]); Proj([24, 26]); Filter([0, 26])"
3,27,1,"Constant(String(""BUILDING""))"
3,28,4,"Eq([22, 27]); Eq([27, 22]); And([0, 28]); And([28, 0])"
3,29,3,"Proj([24, 29]); Filter([0, 29]); Filter([28, 26])"
3,30,1,List([23])
3,31,3,"Proj([30, 29]); Proj([30, 31]); Filter([0, 31])"
3,32,1,List([15])
3,33,1,Inner
3,34,4,"Filter([0, 34]); Filter([58, 320]); Join([33, 58, 31, 21]); HashJoin([33, 0, 30, 32, 31, 21])"
3,35,1,List([4])
3,36,1,List([16])
3,37,9,"Filter([0, 37]); Filter([58, 645]); Filter([61, 182]); Join([33, 58, 31, 131]); Join([33, 61, 34, 12]); Join([33, 80, 31, 81]); Join([33, 80, 320, 12]); HashJoin([33, 0, 30, 32, 31, 131]); HashJoin([33, 0, 36, 35, 34, 12])"
3,38,1,"List([14, 13, 4, 3, 2])"
3,39,25,"Proj([38, 37]); Proj([38, 39]); Proj([38, 113]); Proj([38, 142]); Proj([38, 162]); Proj([38, 204]); Proj([38, 227]); Proj([38, 229]); Proj([38, 231]); Proj([38, 233]); Proj([38, 280]); Proj([38, 298]); Proj([38, 402]); Proj([38, 406]); Proj([38, 525]); Proj([38, 529]); Proj([38, 537]); Proj([38, 540]); Proj([38, 677]); Proj([38, 680]); Proj([38, 683]); Proj([38, 686]); Proj([38, 689]); Proj([38, 727]); Filter([0, 39])"
3,40,1,Constant(Int32(1))
3,41,1,"Sub([40, 2])"
3,42,1,"Mul([3, 41])"
3,43,1,Sum(42)
3,44,1,List([43])
3,45,1,"List([4, 14, 13])"
3,46,1,"HashAgg([45, 44, 39])"
3,47,1,Ref(43)
3,48,1,Desc(47)
3,49,1,"List([48, 14])"
3,50,1,Constant(Int32(0))
3,51,1,Constant(Int32(10))
3,52,1,"TopN([51, 50, 49, 46])"
3,53,1,"List([4, 47, 14, 13])"
3,54,2,"Proj([53, 52]); Proj([53, 66])"
3,55,1,"Proj([703, 360])"
3,56,4,"Eq([15, 23]); Eq([23, 15]); And([0, 58]); And([58, 0])"
3,57,4,"Proj([100, 34]); Proj([100, 101]); Proj([100, 117]); Filter([0, 101])"
3,58,4,"Eq([4, 16]); Eq([16, 4]); And([0, 61]); And([61, 0])"
3,59,1,"List([16, 15, 14, 13, 23, 4, 3, 2])"
3,60,1,"List([4, 14, 13, 47])"
3,61,2,"Proj([64, 46]); Proj([64, 65])"
3,62,1,"TopN([51, 50, 49, 65])"
3,63,1,"List([16, 14, 13])"
3,64,1,"List([15, 14, 13, 4, 3, 2, 23])"
3,65,1,"List([15, 14, 13, 4, 3, 2])"
3,66,4,"And([0, 80]); And([58, 61]); And([61, 58]); And([80, 0])"
3,67,4,"Proj([138, 81]); Proj([138, 175]); Filter([0, 81]); Join([33, 0, 21, 12])"
3,68,6,"Proj([138, 131]); Proj([138, 235]); Filter([0, 131]); Filter([61, 81]); Join([33, 61, 21, 12]); HashJoin([33, 0, 36, 35, 21, 12])"
3,69,5,"Filter([0, 188]); Join([33, 58, 21, 159]); Join([33, 58, 81, 31]); HashJoin([33, 0, 32, 30, 21, 159]); HashJoin([33, 0, 32, 30, 81, 31])"
3,70,3,"Filter([0, 142]); Join([33, 61, 12, 101]); HashJoin([33, 0, 35, 36, 12, 101])"
3,71,5,"Proj([210, 131]); Proj([210, 211]); Proj([210, 235]); Proj([210, 552]); Filter([0, 211])"
3,72,10,"Proj([555, 113]); Filter([0, 113]); Filter([58, 253]); Filter([61, 188]); Join([33, 58, 131, 31]); Join([33, 80, 21, 159]); Join([33, 80, 81, 31]); HashJoin([33, 0, 32, 30, 131, 31]); HashJoin([33, 0, 242, 243, 21, 159]); HashJoin([33, 0, 245, 246, 21, 159])"
3,73,3,"Filter([0, 182]); Join([33, 58, 31, 81]); HashJoin([33, 0, 30, 32, 31, 81])"
3,74,6,"Proj([422, 34]); Proj([422, 117]); Filter([0, 117]); Filter([58, 226]); Join([33, 58, 21, 31]); HashJoin([33, 0, 32, 30, 21, 31])"
3,75,4,"Proj([414, 81]); Proj([414, 175]); Filter([0, 175]); Join([33, 0, 12, 21])"
3,76,1,"List([16, 15, 14, 13, 4, 3, 2])"
