Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,3
5,1
6,1
7,1
8,1
9,2
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,2
25,4
26,1
27,3
28,1
29,1
30,1
31,2
32,1
33,1
34,1
35,1
36,3
37,1
38,1
39,3
40,1
41,1
42,1
43,1
44,3
45,1
46,3
47,3
48,1
49,3
50,4
51,5
52,4
53,1
54,1
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,1
65,1
66,1
67,1
68,2
69,2
70,3
71,4
72,2
73,1
74,3
75,2
76,3
77,3
78,4
79,1
80,3
81,1
82,2
