Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,0,124,124,eq-comm,12
2,0,0,124,124,and-comm,9
2,0,0,124,124,and-assoc,1
2,0,0,124,124,filter-merge,1
2,0,0,124,124,filter-split,3
2,0,0,124,124,pushdown-filter-proj,1
2,0,0,124,124,pushdown-filter-inner-join,1
2,0,0,124,124,pushdown-join-condition-left-1,7
2,0,0,124,124,pushdown-join-condition-right-1,7
2,0,0,124,124,pushdown-limit-proj,1
2,0,0,124,124,pushdown-proj-order,1
2,0,0,124,124,pushdown-proj-hashagg,1
2,0,1,151,196,and-true,1
2,0,1,151,196,and-comm,4
2,0,1,151,196,and-assoc,18
2,0,1,151,196,filter-true,14
2,0,1,151,196,limit-order-topn,1
2,0,1,151,196,filter-merge,3
2,0,1,151,196,filter-split,10
2,0,1,151,196,pushdown-filter-proj,4
2,0,1,151,196,pushdown-filter-inner-join,2
2,0,1,151,196,pushdown-limit-proj,1
2,0,1,151,196,pushdown-proj-order,1
2,0,1,151,196,pushdown-proj-filter,4
2,0,1,151,196,pushdown-proj-hashagg,1
2,0,1,151,196,pushdown-proj-join,1
2,0,2,186,297,and-true,2
2,0,2,186,297,and-comm,36
2,0,2,186,297,and-assoc,71
2,0,2,186,297,limit-order-topn,1
2,0,2,186,297,filter-merge,27
2,0,2,186,297,filter-split,71
2,0,2,186,297,pushdown-filter-proj,11
2,0,2,186,297,pushdown-filter-hashagg,3
2,0,2,186,297,pushdown-filter-inner-join,4
2,0,2,186,297,pushdown-join-condition-left,1
2,0,2,186,297,pushdown-join-condition-left-1,1
2,0,2,186,297,identical-proj,3
2,0,2,186,297,pushdown-proj-proj,4
2,0,2,186,297,pushdown-limit-proj,1
2,0,2,186,297,pushdown-proj-filter,26
2,0,2,186,297,pushdown-proj-join,4
2,0,3,373,755,and-true,6
2,0,3,373,755,and-comm,135
2,0,3,373,755,and-assoc,407
2,0,3,373,755,filter-true,1
2,0,3,373,755,filter-merge,194
2,0,3,373,755,filter-split,492
2,0,3,373,755,pushdown-filter-proj,109
2,0,3,373,755,pushdown-filter-hashagg,16
2,0,3,373,755,pushdown-filter-inner-join,13
2,0,3,373,755,pushdown-filter-left-outer-join,1
2,0,3,373,755,pushdown-join-condition-left,5
2,0,3,373,755,pushdown-join-condition-left-1,1
2,0,3,373,755,pushdown-join-condition-right,6
2,0,3,373,755,pushdown-join-condition-right-1,1
2,0,3,373,755,identical-proj,9
2,0,3,373,755,pushdown-proj-proj,7
2,0,3,373,755,pushdown-proj-filter,132
2,0,3,373,755,pushdown-proj-join,10
2,0,3,373,755,pushdown-proj-scan,1
2,0,4,1067,3109,and-true,6
2,0,4,1067,3109,and-comm,518
2,0,4,1067,3109,filter-true,6
2,0,4,1067,3109,pushdown-filter-hashagg,94
2,0,4,1067,3109,pushdown-filter-inner-join,22
2,0,4,1067,3109,pushdown-filter-left-outer-join,14
2,0,4,1067,3109,pushdown-join-condition-left,31
2,0,4,1067,3109,pushdown-join-condition-left-1,5
2,0,4,1067,3109,pushdown-join-condition-right,11
2,0,4,1067,3109,pushdown-join-condition-right-1,2
2,0,4,1067,3109,identical-proj,57
2,0,4,1067,3109,pushdown-proj-proj,56
2,0,4,1067,3109,pushdown-proj-hashagg,16
2,0,4,1067,3109,pushdown-proj-join,53
2,0,4,1067,3109,pushdown-proj-scan,1
2,0,5,1120,4110,and-true,1
2,0,5,1120,4110,filter-true,8
2,0,5,1120,4110,pushdown-filter-hashagg,186
2,0,5,1120,4110,pushdown-filter-inner-join,40
2,0,5,1120,4110,pushdown-filter-left-outer-join,54
2,0,5,1120,4110,pushdown-join-condition-left,66
2,0,5,1120,4110,pushdown-join-condition-left-1,5
2,0,5,1120,4110,pushdown-join-condition-right,21
2,0,5,1120,4110,pushdown-join-condition-right-1,3
2,0,5,1120,4110,identical-proj,26
2,0,5,1120,4110,pushdown-proj-proj,3
2,0,5,1120,4110,pushdown-proj-hashagg,102
2,0,5,1120,4110,pushdown-proj-join,124
2,0,5,1120,4110,pushdown-proj-scan,2
