Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,1,0,120,120,eq-comm,4
3,1,0,120,120,and-comm,1
3,1,0,120,120,filter-split,1
3,1,0,120,120,inner-hash-join-swap,1
3,1,0,120,120,hash-join-on-one-eq-rev,8
3,1,0,120,120,pushdown-filter-proj,1
3,1,0,120,120,pushdown-proj-topn,1
3,1,0,120,120,pushdown-proj-filter,2
3,1,0,120,120,pushdown-proj-hashagg,1
3,1,1,146,166,eq-comm,8
3,1,1,146,166,and-true,8
3,1,1,146,166,and-comm,8
3,1,1,146,166,filter-split,1
3,1,1,146,166,inner-join-right-rotate,3
3,1,1,146,166,inner-join-swap,1
3,1,1,146,166,hash-join-on-one-eq-rev,9
3,1,1,146,166,pushdown-filter-proj,2
3,1,1,146,166,pushdown-join-condition-left,8
3,1,1,146,166,pushdown-join-condition-right,8
3,1,1,146,166,identical-proj,4
3,1,1,146,166,pushdown-proj-proj,1
3,1,1,146,166,pushdown-proj-filter,1
3,1,1,146,166,pushdown-proj-join,2
3,1,2,160,246,and-comm,3
3,1,2,160,246,and-assoc,3
3,1,2,160,246,filter-true,16
3,1,2,160,246,filter-merge,4
3,1,2,160,246,inner-join-right-rotate,4
3,1,2,160,246,inner-join-right-rotate-1,1
3,1,2,160,246,inner-join-swap,5
3,1,2,160,246,inner-hash-join-swap,2
3,1,2,160,246,hash-join-on-one-eq,2
3,1,2,160,246,hash-join-on-two-eq,1
3,1,2,160,246,hash-join-on-one-eq-1,4
3,1,2,160,246,pushdown-filter-proj,1
3,1,2,160,246,pushdown-join-condition-left,2
3,1,2,160,246,pushdown-join-condition-right,4
3,1,2,160,246,identical-proj,3
3,1,2,160,246,pushdown-proj-join,7
3,1,3,180,340,and-true,4
3,1,3,180,340,and-comm,9
3,1,3,180,340,and-assoc,3
3,1,3,180,340,filter-true,2
3,1,3,180,340,filter-merge,1
3,1,3,180,340,filter-split,5
3,1,3,180,340,inner-join-right-rotate,10
3,1,3,180,340,inner-join-right-rotate-1,6
3,1,3,180,340,inner-join-swap,15
3,1,3,180,340,inner-hash-join-swap,5
3,1,3,180,340,hash-join-on-one-eq,10
3,1,3,180,340,hash-join-on-two-eq,5
3,1,3,180,340,hash-join-on-one-eq-1,17
3,1,3,180,340,hash-join-on-one-eq-rev,1
3,1,3,180,340,pushdown-filter-proj,4
3,1,3,180,340,pushdown-filter-inner-join,3
3,1,3,180,340,pushdown-join-condition-left,4
3,1,3,180,340,pushdown-join-condition-right,7
3,1,3,180,340,pushdown-join-condition-right-1,1
3,1,3,180,340,identical-proj,8
3,1,3,180,340,pushdown-proj-filter,4
3,1,3,180,340,pushdown-proj-join,16
3,1,4,243,575,and-true,1
3,1,4,243,575,and-comm,7
3,1,4,243,575,and-assoc,4
3,1,4,243,575,filter-true,8
3,1,4,243,575,filter-split,26
3,1,4,243,575,inner-join-right-rotate,18
3,1,4,243,575,inner-join-right-rotate-1,29
3,1,4,243,575,inner-join-swap,33
3,1,4,243,575,inner-hash-join-swap,9
3,1,4,243,575,hash-join-on-one-eq,18
3,1,4,243,575,hash-join-on-two-eq,10
3,1,4,243,575,hash-join-on-one-eq-1,32
3,1,4,243,575,hash-join-on-one-eq-rev,8
3,1,4,243,575,pushdown-filter-proj,15
3,1,4,243,575,pushdown-filter-inner-join,6
3,1,4,243,575,pushdown-join-condition-left,10
3,1,4,243,575,pushdown-join-condition-left-1,1
3,1,4,243,575,pushdown-join-condition-right,20
3,1,4,243,575,identical-proj,17
3,1,4,243,575,pushdown-proj-filter,15
3,1,4,243,575,pushdown-proj-join,14
3,1,5,374,1092,and-true,1
3,1,5,374,1092,and-comm,10
3,1,5,374,1092,and-assoc,12
3,1,5,374,1092,filter-true,23
3,1,5,374,1092,filter-split,49
3,1,5,374,1092,inner-join-right-rotate,47
3,1,5,374,1092,inner-join-right-rotate-1,79
3,1,5,374,1092,inner-join-swap,71
3,1,5,374,1092,inner-hash-join-swap,13
3,1,5,374,1092,hash-join-on-one-eq,19
3,1,5,374,1092,hash-join-on-two-eq,24
3,1,5,374,1092,hash-join-on-one-eq-1,65
3,1,5,374,1092,hash-join-on-one-eq-rev,12
3,1,5,374,1092,pushdown-filter-proj,63
3,1,5,374,1092,pushdown-filter-inner-join,8
3,1,5,374,1092,pushdown-join-condition-left,8
3,1,5,374,1092,pushdown-join-condition-left-1,1
3,1,5,374,1092,pushdown-join-condition-right,37
