Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,120,120,eq-comm,4
3,0,120,120,and-comm,1
3,0,120,120,filter-split,1
3,0,120,120,inner-hash-join-swap,1
3,0,120,120,hash-join-on-one-eq-rev,8
3,0,120,120,pushdown-filter-proj,1
3,0,120,120,pushdown-proj-topn,1
3,0,120,120,pushdown-proj-filter,2
3,0,120,120,pushdown-proj-hashagg,1
3,1,146,166,eq-comm,8
3,1,146,166,and-true,8
3,1,146,166,and-comm,8
3,1,146,166,filter-split,1
3,1,146,166,inner-join-right-rotate,3
3,1,146,166,inner-join-swap,1
3,1,146,166,hash-join-on-one-eq-rev,9
3,1,146,166,pushdown-filter-proj,2
3,1,146,166,pushdown-join-condition-left,8
3,1,146,166,pushdown-join-condition-right,8
3,1,146,166,identical-proj,4
3,1,146,166,pushdown-proj-proj,1
3,1,146,166,pushdown-proj-filter,1
3,1,146,166,pushdown-proj-join,2
3,2,160,246,and-comm,3
3,2,160,246,and-assoc,3
3,2,160,246,filter-true,16
3,2,160,246,filter-merge,4
3,2,160,246,inner-join-right-rotate,2
3,2,160,246,inner-join-right-rotate-1,2
3,2,160,246,inner-join-swap,5
3,2,160,246,inner-hash-join-swap,2
3,2,160,246,hash-join-on-one-eq,2
3,2,160,246,hash-join-on-two-eq,2
3,2,160,246,hash-join-on-one-eq-1,5
3,2,160,246,pushdown-filter-proj,1
3,2,160,246,pushdown-join-condition-left,2
3,2,160,246,pushdown-join-condition-right,3
3,2,160,246,identical-proj,3
3,2,160,246,pushdown-proj-join,7
3,3,179,341,and-true,4
3,3,179,341,and-comm,9
3,3,179,341,and-assoc,3
3,3,179,341,filter-true,2
3,3,179,341,filter-merge,1
3,3,179,341,filter-split,4
3,3,179,341,inner-join-right-rotate,7
3,3,179,341,inner-join-right-rotate-1,6
3,3,179,341,inner-join-swap,12
3,3,179,341,inner-hash-join-swap,5
3,3,179,341,hash-join-on-one-eq,7
3,3,179,341,hash-join-on-two-eq,6
3,3,179,341,hash-join-on-one-eq-1,15
3,3,179,341,hash-join-on-one-eq-rev,2
3,3,179,341,pushdown-filter-proj,4
3,3,179,341,pushdown-filter-inner-join,1
3,3,179,341,pushdown-join-condition-left,4
3,3,179,341,pushdown-join-condition-left-1,1
3,3,179,341,pushdown-join-condition-right,4
3,3,179,341,pushdown-join-condition-right-1,1
3,3,179,341,identical-proj,8
3,3,179,341,pushdown-proj-filter,7
3,3,179,341,pushdown-proj-join,10
3,4,232,547,and-true,1
3,4,232,547,and-comm,6
3,4,232,547,and-assoc,6
3,4,232,547,filter-true,8
3,4,232,547,filter-split,29
3,4,232,547,inner-join-right-rotate,10
3,4,232,547,inner-join-right-rotate-1,17
3,4,232,547,inner-join-swap,23
3,4,232,547,inner-hash-join-swap,7
3,4,232,547,hash-join-on-one-eq,9
3,4,232,547,hash-join-on-two-eq,13
3,4,232,547,hash-join-on-three-eq,4
3,4,232,547,hash-join-on-one-eq-1,27
3,4,232,547,hash-join-on-one-eq-rev,7
3,4,232,547,pushdown-filter-proj,18
3,4,232,547,pushdown-filter-inner-join,2
3,4,232,547,pushdown-join-condition-left,7
3,4,232,547,pushdown-join-condition-left-1,1
3,4,232,547,pushdown-join-condition-right,12
3,4,232,547,identical-proj,11
