Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,2,0,122,122,eq-comm,12
2,2,0,122,122,and-comm,4
2,2,0,122,122,and-assoc,2
2,2,0,122,122,pushdown-filter-proj,1
2,2,0,122,122,pushdown-join-condition-left-1,2
2,2,0,122,122,pushdown-join-condition-right-1,2
2,2,0,122,122,identical-proj,2
2,2,0,122,122,pushdown-proj-topn,1
2,2,0,122,122,pushdown-proj-filter,2
2,2,0,122,122,pushdown-proj-hashagg,1
2,2,0,122,122,pushdown-proj-join,4
2,2,0,122,122,pushdown-proj-scan,2
2,2,1,143,179,and-comm,4
2,2,1,143,179,and-assoc,9
2,2,1,143,179,filter-true,4
2,2,1,143,179,pushdown-filter-proj,2
2,2,1,143,179,pushdown-join-condition-left,1
2,2,1,143,179,identical-proj,10
2,2,1,143,179,pushdown-proj-proj,1
2,2,1,143,179,pushdown-proj-filter,1
2,2,1,143,179,pushdown-proj-join,1
2,2,2,137,212,and-comm,18
2,2,2,137,212,and-assoc,14
2,2,2,137,212,filter-split,7
2,2,2,137,212,pushdown-filter-inner-join,1
2,2,2,137,212,pushdown-join-condition-left,1
2,2,2,137,212,identical-proj,3
2,2,2,137,212,pushdown-proj-filter,1
2,2,2,137,212,pushdown-proj-join,2
2,2,3,160,282,and-true,1
2,2,3,160,282,and-comm,25
2,2,3,160,282,and-assoc,45
2,2,3,160,282,filter-split,25
2,2,3,160,282,pushdown-filter-proj,1
2,2,3,160,282,pushdown-filter-inner-join,8
2,2,3,160,282,pushdown-join-condition-left,10
2,2,3,160,282,identical-proj,6
2,2,3,160,282,pushdown-proj-filter,7
2,2,3,160,282,pushdown-proj-join,3
2,2,4,205,463,and-true,10
2,2,4,205,463,and-comm,47
2,2,4,205,463,and-assoc,60
2,2,4,205,463,filter-merge,14
2,2,4,205,463,filter-split,46
2,2,4,205,463,pushdown-filter-proj,28
2,2,4,205,463,pushdown-filter-inner-join,12
2,2,4,205,463,pushdown-join-condition-left,13
2,2,4,205,463,pushdown-join-condition-left-1,4
2,2,4,205,463,pushdown-join-condition-right,1
2,2,4,205,463,pushdown-join-condition-right-1,1
2,2,4,205,463,identical-proj,4
2,2,4,205,463,pushdown-proj-filter,2
2,2,4,205,463,pushdown-proj-join,1
2,2,5,195,743,and-true,4
2,2,5,195,743,and-comm,33
2,2,5,195,743,and-assoc,57
2,2,5,195,743,filter-true,1
2,2,5,195,743,filter-merge,10
2,2,5,195,743,filter-split,39
2,2,5,195,743,pushdown-filter-proj,15
2,2,5,195,743,pushdown-filter-inner-join,19
2,2,5,195,743,pushdown-join-condition-left,4
2,2,5,195,743,pushdown-join-condition-left-1,1
2,2,5,195,743,pushdown-join-condition-right-1,1
2,2,5,195,743,identical-proj,3
