Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,0,119,119,eq-comm,12
3,0,0,119,119,and-comm,2
3,0,0,119,119,filter-split,1
3,0,0,119,119,inner-join-right-rotate,3
3,0,0,119,119,inner-join-right-rotate-1,2
3,0,0,119,119,inner-join-swap,3
3,0,0,119,119,pushdown-filter-proj,1
3,0,0,119,119,pushdown-join-condition-left-1,1
3,0,0,119,119,pushdown-join-condition-right-1,1
3,0,0,119,119,pushdown-proj-topn,1
3,0,0,119,119,pushdown-proj-filter,2
3,0,0,119,119,pushdown-proj-hashagg,1
3,0,0,119,119,pushdown-proj-join,4
3,0,1,157,191,and-comm,5
3,0,1,157,191,and-assoc,2
3,0,1,157,191,filter-true,2
3,0,1,157,191,filter-merge,2
3,0,1,157,191,filter-split,1
3,0,1,157,191,inner-join-right-rotate,5
3,0,1,157,191,inner-join-right-rotate-1,8
3,0,1,157,191,inner-join-swap,7
3,0,1,157,191,hash-join-on-one-eq,13
3,0,1,157,191,hash-join-on-two-eq,2
3,0,1,157,191,hash-join-on-three-eq,2
3,0,1,157,191,hash-join-on-one-eq-1,3
3,0,1,157,191,pushdown-filter-proj,2
3,0,1,157,191,pushdown-join-condition-left-1,4
3,0,1,157,191,pushdown-join-condition-right,3
3,0,1,157,191,pushdown-join-condition-right-1,5
3,0,1,157,191,identical-proj,12
3,0,1,157,191,pushdown-proj-proj,1
3,0,1,157,191,pushdown-proj-filter,1
3,0,1,157,191,pushdown-proj-join,4
3,0,2,216,349,and-true,3
3,0,2,216,349,and-comm,13
3,0,2,216,349,and-assoc,15
3,0,2,216,349,filter-true,6
3,0,2,216,349,filter-merge,2
3,0,2,216,349,filter-split,2
3,0,2,216,349,inner-join-right-rotate,18
3,0,2,216,349,inner-join-right-rotate-1,13
3,0,2,216,349,inner-join-swap,21
3,0,2,216,349,inner-hash-join-swap,6
3,0,2,216,349,hash-join-on-one-eq,5
3,0,2,216,349,hash-join-on-two-eq,4
3,0,2,216,349,hash-join-on-one-eq-1,13
3,0,2,216,349,hash-join-on-one-eq-rev,12
3,0,2,216,349,pushdown-filter-proj,1
3,0,2,216,349,pushdown-filter-inner-join,3
3,0,2,216,349,pushdown-join-condition-left,3
3,0,2,216,349,pushdown-join-condition-left-1,7
3,0,2,216,349,pushdown-join-condition-right,9
3,0,2,216,349,pushdown-join-condition-right-1,5
3,0,2,216,349,identical-proj,8
3,0,2,216,349,pushdown-proj-filter,4
3,0,2,216,349,pushdown-proj-join,15
3,0,3,324,677,and-true,10
3,0,3,324,677,and-comm,28
3,0,3,324,677,and-assoc,14
3,0,3,324,677,filter-true,8
3,0,3,324,677,filter-merge,1
3,0,3,324,677,filter-split,14
3,0,3,324,677,inner-join-right-rotate,31
3,0,3,324,677,inner-join-right-rotate-1,44
3,0,3,324,677,inner-join-swap,49
3,0,3,324,677,inner-hash-join-swap,10
3,0,3,324,677,hash-join-on-one-eq,9
3,0,3,324,677,hash-join-on-two-eq,14
3,0,3,324,677,hash-join-on-three-eq,28
3,0,3,324,677,hash-join-on-one-eq-1,48
3,0,3,324,677,hash-join-on-one-eq-rev,13
3,0,3,324,677,hash-join-on-two-eq-rev,2
3,0,3,324,677,pushdown-filter-proj,18
3,0,3,324,677,pushdown-filter-inner-join,15
3,0,3,324,677,pushdown-join-condition-left,27
3,0,3,324,677,pushdown-join-condition-left-1,4
3,0,3,324,677,pushdown-join-condition-right,40
3,0,3,324,677,pushdown-join-condition-right-1,6
3,0,3,324,677,identical-proj,26
3,0,3,324,677,pushdown-proj-filter,15
3,0,3,324,677,pushdown-proj-join,20
3,0,4,519,1485,and-true,6
3,0,4,519,1485,and-comm,19
3,0,4,519,1485,and-assoc,12
3,0,4,519,1485,filter-true,24
3,0,4,519,1485,filter-merge,4
3,0,4,519,1485,filter-split,156
3,0,4,519,1485,inner-join-right-rotate,72
3,0,4,519,1485,inner-join-right-rotate-1,118
3,0,4,519,1485,inner-join-swap,105
3,0,4,519,1485,inner-hash-join-swap,21
3,0,4,519,1485,hash-join-on-one-eq,32
3,0,4,519,1485,hash-join-on-two-eq,24
3,0,4,519,1485,hash-join-on-one-eq-1,146
3,0,4,519,1485,hash-join-on-one-eq-rev,30
3,0,4,519,1485,pushdown-filter-proj,121
3,0,4,519,1485,pushdown-filter-inner-join,35
3,0,4,519,1485,pushdown-join-condition-left,32
3,0,4,519,1485,pushdown-join-condition-left-1,5
3,0,4,519,1485,pushdown-join-condition-right,81
3,0,4,519,1485,pushdown-join-condition-right-1,7
3,0,4,519,1485,identical-proj,20
3,0,4,519,1485,pushdown-proj-filter,50
3,0,4,519,1485,pushdown-proj-join,47
3,0,5,1103,3423,and-true,4
3,0,5,1103,3423,and-comm,1
3,0,5,1103,3423,filter-true,93
3,0,5,1103,3423,filter-merge,1
3,0,5,1103,3423,inner-join-right-rotate,162
3,0,5,1103,3423,inner-join-right-rotate-1,303
3,0,5,1103,3423,inner-join-swap,302
3,0,5,1103,3423,inner-hash-join-swap,46
3,0,5,1103,3423,hash-join-on-one-eq,37
3,0,5,1103,3423,hash-join-on-one-eq-rev,86
3,0,5,1103,3423,hash-join-on-three-eq-rev,6
3,0,5,1103,3423,pushdown-filter-proj,428
3,0,5,1103,3423,pushdown-filter-inner-join,117
3,0,5,1103,3423,pushdown-join-condition-left-1,2
3,0,5,1103,3423,pushdown-join-condition-right-1,31
3,0,5,1103,3423,identical-proj,62
3,0,5,1103,3423,pushdown-proj-proj,10
3,0,5,1103,3423,pushdown-proj-filter,195
3,0,5,1103,3423,pushdown-proj-join,111
3,0,6,2016,6717,filter-true,185
3,0,6,2016,6717,filter-merge,22
3,0,6,2016,6717,inner-join-right-rotate,421
3,0,6,2016,6717,inner-hash-join-swap,173
3,0,6,2016,6717,hash-join-on-one-eq,103
3,0,6,2016,6717,hash-join-on-two-eq-rev,16
3,0,7,1636,7399,inner-hash-join-swap,149
3,0,7,1636,7399,hash-join-on-one-eq,33
3,0,7,1636,7399,hash-join-on-one-eq-rev,50
