Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,3,0,118,118,eq-comm,12
2,3,0,118,118,and-comm,2
2,3,0,118,118,pushdown-filter-proj,1
2,3,0,118,118,pushdown-join-condition-left,1
2,3,0,118,118,pushdown-join-condition-left-1,1
2,3,0,118,118,pushdown-proj-topn,1
2,3,0,118,118,pushdown-proj-filter,2
2,3,0,118,118,pushdown-proj-hashagg,1
2,3,0,118,118,pushdown-proj-join,4
2,3,1,140,165,filter-split,2
2,3,1,140,165,pushdown-filter-proj,2
2,3,1,140,165,pushdown-join-condition-left,1
2,3,1,140,165,pushdown-join-condition-left-1,1
2,3,1,140,165,pushdown-join-condition-right-1,1
2,3,1,140,165,identical-proj,12
2,3,1,140,165,pushdown-proj-proj,1
2,3,1,140,165,pushdown-proj-filter,1
2,3,1,140,165,pushdown-proj-join,1
2,3,2,128,181,filter-true,2
2,3,2,128,181,filter-merge,3
2,3,2,128,181,identical-proj,3
2,3,2,128,181,pushdown-proj-filter,1
2,3,2,128,181,pushdown-proj-join,1
2,3,3,132,195,and-true,3
2,3,3,132,195,and-comm,3
2,3,3,132,195,pushdown-filter-proj,1
2,3,3,132,195,identical-proj,4
2,3,3,132,195,pushdown-proj-join,1
2,3,4,128,204,filter-split,6
2,3,4,128,204,pushdown-join-condition-left,1
2,3,4,128,204,identical-proj,3
2,3,4,128,204,pushdown-proj-join,4
2,3,5,135,225,filter-true,1
2,3,5,135,225,pushdown-join-condition-left,8
2,3,5,135,225,pushdown-join-condition-left-1,1
2,3,5,135,225,pushdown-join-condition-right,3
2,3,5,135,225,pushdown-join-condition-right-1,1
2,3,5,135,225,identical-proj,9
2,3,5,135,225,pushdown-proj-filter,1
2,3,5,135,225,pushdown-proj-join,4
2,3,5,135,225,pushdown-proj-scan,1
