Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,1,0,119,119,eq-comm,12
2,1,0,119,119,and-comm,5
2,1,0,119,119,and-assoc,2
2,1,0,119,119,filter-split,1
2,1,0,119,119,pushdown-filter-inner-join,1
2,1,0,119,119,pushdown-join-condition-left-1,3
2,1,0,119,119,pushdown-join-condition-right-1,3
2,1,0,119,119,pushdown-proj-topn,1
2,1,0,119,119,pushdown-proj-filter,1
2,1,0,119,119,pushdown-proj-hashagg,1
2,1,1,136,166,and-comm,5
2,1,1,136,166,and-assoc,9
2,1,1,136,166,filter-true,6
2,1,1,136,166,filter-split,1
2,1,1,136,166,pushdown-filter-proj,1
2,1,1,136,166,pushdown-filter-inner-join,1
2,1,1,136,166,pushdown-join-condition-left,1
2,1,1,136,166,identical-proj,1
2,1,1,136,166,pushdown-proj-filter,1
2,1,1,136,166,pushdown-proj-hashagg,1
2,1,1,136,166,pushdown-proj-join,1
2,1,2,146,206,and-comm,18
2,1,2,146,206,and-assoc,18
2,1,2,146,206,filter-split,5
2,1,2,146,206,pushdown-filter-proj,1
2,1,2,146,206,pushdown-filter-inner-join,5
2,1,2,146,206,pushdown-join-condition-left,3
2,1,2,146,206,identical-proj,3
2,1,2,146,206,pushdown-proj-filter,4
2,1,2,146,206,pushdown-proj-join,4
2,1,3,183,306,and-true,1
2,1,3,183,306,and-comm,33
2,1,3,183,306,and-assoc,117
2,1,3,183,306,filter-merge,6
2,1,3,183,306,filter-split,14
2,1,3,183,306,pushdown-filter-proj,3
2,1,3,183,306,pushdown-filter-inner-join,15
2,1,3,183,306,pushdown-join-condition-left,7
2,1,3,183,306,pushdown-join-condition-left-1,1
2,1,3,183,306,pushdown-join-condition-right,3
2,1,3,183,306,identical-proj,7
2,1,3,183,306,pushdown-proj-filter,1
2,1,3,183,306,pushdown-proj-join,9
2,1,4,276,625,and-true,7
2,1,4,276,625,and-comm,162
2,1,4,276,625,and-assoc,493
2,1,4,276,625,filter-merge,5
2,1,4,276,625,filter-split,18
2,1,4,276,625,pushdown-filter-proj,33
2,1,4,276,625,pushdown-filter-inner-join,27
2,1,4,276,625,pushdown-join-condition-left,45
2,1,4,276,625,pushdown-join-condition-left-1,6
2,1,4,276,625,pushdown-join-condition-right,1
2,1,4,276,625,pushdown-join-condition-right-1,1
2,1,4,276,625,identical-proj,7
2,1,4,276,625,pushdown-proj-filter,1
2,1,4,276,625,pushdown-proj-join,4
2,1,4,276,625,pushdown-proj-scan,2
2,1,5,468,1697,and-true,8
2,1,5,468,1697,and-comm,503
2,1,5,468,1697,filter-true,2
2,1,5,468,1697,filter-merge,24
2,1,5,468,1697,filter-split,125
2,1,5,468,1697,pushdown-filter-proj,34
2,1,5,468,1697,pushdown-filter-inner-join,73
2,1,5,468,1697,pushdown-join-condition-left-1,4
2,1,5,468,1697,pushdown-join-condition-right-1,1
2,1,5,468,1697,identical-proj,8
2,1,5,468,1697,pushdown-proj-filter,1
2,1,5,468,1697,pushdown-proj-join,2
2,1,5,468,1697,pushdown-proj-scan,2
