Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
1,0,0,130,130,eq-comm,12
1,0,0,130,130,and-comm,11
1,0,0,130,130,limit-null,1
1,0,0,130,130,order-null,1
1,0,0,130,130,filter-true,2
1,0,0,130,130,filter-merge,1
1,0,0,130,130,filter-split,2
1,0,0,130,130,left-outer-apply-to-inner-apply,1
1,0,1,130,165,and-true,1
1,0,1,130,165,and-comm,1
1,0,1,130,165,and-assoc,20
1,0,1,130,165,filter-merge,1
1,0,1,130,165,filter-split,8
1,0,1,130,165,left-outer-apply-to-inner-apply,1
1,0,1,130,165,pushdown-apply-proj,1
1,0,2,158,227,and-true,2
1,0,2,158,227,and-comm,38
1,0,2,158,227,and-assoc,68
1,0,2,158,227,filter-merge,8
1,0,2,158,227,filter-split,40
1,0,2,158,227,pushdown-apply-filter,1
1,0,2,158,227,pushdown-apply-scalar-agg,1
1,0,3,256,483,and-true,6
1,0,3,256,483,and-comm,130
1,0,3,256,483,and-assoc,442
1,0,3,256,483,filter-true,2
1,0,3,256,483,filter-merge,46
1,0,3,256,483,filter-split,276
1,0,3,256,483,apply-filter-to-join,7
1,0,4,636,1842,and-true,26
1,0,4,636,1842,and-comm,540
1,0,4,636,1842,left-outer-apply-to-inner-apply,4
1,0,4,636,1842,apply-filter-to-join,10
1,0,5,588,2382,None,0
