Stage,Class_ID,Node_Count,Nodes
3,0,1,Constant(Bool(true))
3,1,1,Column($0.1(1))
3,2,1,Column($0.0(1))
3,3,1,"List([2, 1])"
3,4,1,Table($0)
3,5,3,"Scan([4, 3, 0]); Proj([3, 5]); Filter([0, 5])"
3,6,1,Column($1.1)
3,7,1,Column($1.0)
3,8,1,"List([7, 6])"
3,9,1,Table($1)
3,10,3,"Scan([9, 8, 0]); Proj([8, 10]); Filter([0, 10])"
3,11,1,"Constant(String(""AMERICA""))"
3,12,4,"Eq([6, 11]); Eq([11, 6]); And([0, 12]); And([12, 0])"
3,13,3,"Proj([8, 13]); Filter([0, 13]); Filter([12, 10])"
3,14,1,List([7])
3,15,3,"Proj([14, 13]); Proj([14, 15]); Filter([0, 15])"
3,16,1,Column($0.2)
3,17,1,Column($0.0)
3,18,1,"List([17, 16])"
3,19,3,"Scan([4, 18, 0]); Proj([18, 19]); Filter([0, 19])"
3,20,1,Column($7.6)
3,21,1,Column($7.5)
3,22,1,Column($7.2)
3,23,1,Column($7.1)
3,24,1,Column($7.0)
3,25,1,"List([24, 23, 22, 21, 20])"
3,26,1,Table($7)
3,27,3,"Scan([26, 25, 0]); Proj([25, 27]); Filter([0, 27])"
3,28,1,Column($3.3)
3,29,1,Column($3.0)
3,30,1,"List([29, 28])"
3,31,1,Table($3)
3,32,3,"Scan([31, 30, 0]); Proj([30, 32]); Filter([0, 32])"
3,33,1,List([22])
3,34,1,List([29])
3,35,1,Inner
3,36,3,"Filter([0, 36]); Join([35, 130, 32, 27]); HashJoin([35, 0, 34, 33, 32, 27])"
3,37,1,Column($2.4)
3,38,1,Column($2.0)
3,39,1,"List([38, 37])"
3,40,1,Table($2)
3,41,3,"Scan([40, 39, 0]); Proj([39, 41]); Filter([0, 41])"
3,42,1,"Constant(String(""ECONOMY ANODIZED STEEL""))"
3,43,4,"Eq([37, 42]); Eq([42, 37]); And([0, 43]); And([43, 0])"
3,44,3,"Proj([39, 44]); Filter([0, 44]); Filter([43, 41])"
3,45,1,List([38])
3,46,3,"Proj([45, 44]); Proj([45, 46]); Filter([0, 46])"
3,47,1,List([23])
3,48,3,"Filter([0, 48]); Join([35, 133, 46, 36]); HashJoin([35, 0, 45, 47, 46, 36])"
3,49,1,"List([28, 24, 21, 20])"
3,50,17,"Proj([49, 48]); Proj([49, 50]); Proj([49, 195]); Proj([49, 250]); Proj([49, 454]); Proj([49, 564]); Proj([49, 886]); Proj([49, 3058]); Proj([49, 4029]); Proj([49, 7346]); Proj([49, 7350]); Proj([49, 7354]); Proj([49, 7358]); Proj([49, 7361]); Proj([49, 7364]); Proj([49, 7950]); Filter([0, 50])"
3,51,1,Column($5.3)
3,52,1,Column($5.0)
3,53,1,"List([52, 51])"
3,54,1,Table($5)
3,55,3,"Scan([54, 53, 0]); Proj([53, 55]); Filter([0, 55])"
3,56,1,Column($6.4)
3,57,1,Column($6.1)
3,58,1,Column($6.0)
3,59,1,"List([58, 57, 56])"
3,60,1,Table($6)
3,61,3,"Scan([60, 59, 0]); Proj([59, 61]); Filter([0, 61])"
3,62,1,Constant(Date(Date(9861)))
3,63,3,"GtEq([62, 56]); And([0, 63]); And([63, 0])"
3,64,1,Constant(Date(Date(9131)))
3,65,3,"GtEq([56, 64]); And([0, 65]); And([65, 0])"
3,66,4,"And([0, 66]); And([63, 65]); And([65, 63]); And([66, 0])"
3,67,5,"Proj([59, 67]); Filter([0, 67]); Filter([63, 178]); Filter([65, 118]); Filter([66, 61])"
3,68,1,List([52])
3,69,1,List([57])
3,70,3,"Filter([0, 70]); Join([35, 136, 67, 55]); HashJoin([35, 0, 69, 68, 67, 55])"
3,71,1,List([24])
3,72,1,List([58])
