Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,100,100,eq-comm,4
3,0,100,100,and-comm,13
3,0,100,100,and-assoc,7
3,0,100,100,filter-split,1
3,0,100,100,inner-hash-join-swap,1
3,0,100,100,hash-join-on-one-eq-rev,1
3,0,100,100,pushdown-filter-proj,1
3,0,100,100,pushdown-proj-filter,2
3,0,100,100,pushdown-proj-agg,1
3,1,117,148,eq-comm,1
3,1,117,148,and-true,1
3,1,117,148,and-comm,15
3,1,117,148,and-assoc,24
3,1,117,148,filter-split,3
3,1,117,148,inner-join-swap,1
3,1,117,148,hash-join-on-one-eq-rev,2
3,1,117,148,pushdown-filter-proj,3
3,1,117,148,pushdown-filter-inner-join,1
3,1,117,148,pushdown-join-condition-left,1
3,1,117,148,pushdown-join-condition-right,1
3,1,117,148,identical-proj,3
3,1,117,148,pushdown-proj-proj,1
3,1,117,148,pushdown-proj-filter,2
3,1,117,148,pushdown-proj-join,1
3,2,149,244,and-comm,49
3,2,149,244,and-assoc,44
3,2,149,244,filter-true,2
3,2,149,244,filter-merge,1
3,2,149,244,inner-join-swap,4
3,2,149,244,hash-join-on-one-eq,1
3,2,149,244,hash-join-on-one-eq-1,3
3,2,149,244,pushdown-filter-proj,7
3,2,149,244,pushdown-filter-inner-join,1
3,2,149,244,pushdown-join-condition-left,1
3,2,149,244,pushdown-join-condition-right,1
3,2,149,244,identical-proj,2
3,2,149,244,pushdown-proj-proj,1
3,2,149,244,pushdown-proj-filter,4
3,3,177,403,and-true,1
3,3,177,403,and-comm,62
3,3,177,403,and-assoc,96
3,3,177,403,filter-true,2
3,3,177,403,filter-merge,6
3,3,177,403,inner-join-swap,1
3,3,177,403,pushdown-filter-proj,7
3,3,177,403,identical-proj,3
3,3,177,403,pushdown-proj-proj,1
3,3,177,403,pushdown-proj-filter,7
3,4,221,636,and-true,3
3,4,221,636,and-comm,117
3,4,221,636,and-assoc,137
3,4,221,636,filter-true,3
3,4,221,636,filter-merge,2
3,4,221,636,filter-split,1
3,4,221,636,pushdown-filter-proj,5
3,4,221,636,identical-proj,1
3,4,221,636,pushdown-proj-filter,7
3,5,197,912,and-true,1
3,5,197,912,and-comm,54
3,5,197,912,and-assoc,16
3,5,197,912,filter-true,1
3,5,197,912,filter-merge,2
3,5,197,912,filter-split,13
3,6,185,987,filter-true,3
3,6,185,987,pushdown-proj-filter,1
3,7,183,989,filter-true,1
