Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,97,97,mul-comm,1
2,0,97,97,eq-comm,5
2,0,97,97,ge-comm,10
2,0,97,97,and-comm,14
2,0,97,97,and-assoc,3
2,0,97,97,or-comm,2
2,0,97,97,filter-split,1
2,0,97,97,pushdown-proj-filter,1
2,0,97,97,pushdown-proj-agg,1
2,0,97,97,pushdown-proj-join,1
2,1,107,146,and-comm,6
2,1,107,146,and-assoc,17
2,1,107,146,or-assoc,2
2,1,107,146,filter-split,3
2,1,107,146,pushdown-filter-proj,1
2,1,107,146,identical-proj,4
2,1,107,146,pushdown-proj-filter,2
2,2,126,204,and-comm,34
2,2,126,204,and-assoc,40
2,2,126,204,or-comm,4
2,2,126,204,pushdown-filter-proj,4
2,2,126,204,identical-proj,1
2,2,126,204,pushdown-proj-filter,2
2,3,169,332,and-comm,80
2,3,169,332,and-assoc,114
2,3,169,332,pushdown-filter-proj,2
2,3,169,332,identical-proj,1
2,3,169,332,pushdown-proj-filter,2
2,4,203,573,and-comm,114
2,4,203,573,and-assoc,118
2,4,203,573,pushdown-filter-proj,1
2,4,203,573,identical-proj,1
2,4,203,573,pushdown-proj-filter,1
2,5,193,808,and-comm,56
2,5,193,808,and-assoc,36
