Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,2
48,2
49,2
50,2
51,6
52,1
53,1
54,14
55,1
56,30
57,31
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,2
75,2
76,2
77,15
78,2
79,6
80,2
81,6
82,6
83,14
84,6
85,14
86,6
87,14
88,1
89,7
90,1
91,3
92,2
93,2
94,6
95,7
96,1
97,15
98,15
99,6
100,7
101,7
102,3
103,14
104,6
105,2
106,2
107,6
108,7
109,15
110,15
111,7
112,3
113,3
114,3
115,3
116,1
117,1
118,7
119,7
120,7
121,3
122,3
123,3
124,3
125,7
