Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,89,89,mul-comm,1
2,0,89,89,eq-comm,6
2,0,89,89,gt-comm,2
2,0,89,89,ge-comm,1
2,0,89,89,and-comm,2
2,0,89,89,filter-split,1
2,0,89,89,pushdown-filter-proj,1
2,0,89,89,pushdown-proj-filter,4
2,0,89,89,pushdown-proj-hashagg,1
2,0,89,89,pushdown-proj-join,4
2,1,112,135,filter-split,3
2,1,112,135,pushdown-filter-proj,4
2,1,112,135,identical-proj,13
2,1,112,135,pushdown-proj-proj,1
2,1,112,135,pushdown-proj-filter,2
2,2,94,149,pushdown-filter-proj,3
2,3,92,150,None,0
