Stage,Class_ID,Node_Count,Nodes
2,0,1,Constant(Bool(true))
2,1,1,Column($6.8)
2,2,1,Column($6.1)
2,3,1,Column($6.0)
2,4,1,"List([3, 2, 1])"
2,5,1,Table($6)
2,6,2,"Scan([5, 4, 0]); Proj([4, 6])"
2,7,1,"Constant(String(""%special%requests%""))"
2,8,1,"Like([1, 7])"
2,9,1,Not(8)
2,10,2,"Proj([4, 10]); Filter([9, 6])"
2,11,1,"List([3, 2])"
2,12,2,"Proj([11, 10]); Proj([11, 12])"
2,13,1,Column($5.0)
2,14,1,List([13])
2,15,1,Table($5)
2,16,2,"Scan([15, 14, 0]); Proj([14, 16])"
2,17,2,"Eq([2, 13]); Eq([13, 2])"
2,18,1,LeftOuter
2,19,1,"Join([18, 17, 16, 12])"
2,20,1,"List([13, 3])"
2,21,2,"Proj([20, 19]); Proj([20, 21])"
2,22,1,Count(3)
2,23,1,List([22])
2,24,1,"HashAgg([14, 23, 21])"
2,25,1,Ref(22)
2,26,1,List([25])
2,27,2,"Proj([26, 24]); Proj([26, 27])"
2,28,1,RowCount
2,29,1,List([28])
2,30,1,"HashAgg([26, 29, 27])"
2,31,1,Desc(25)
2,32,1,Ref(28)
2,33,1,Desc(32)
2,34,1,"List([33, 31])"
2,35,1,"Order([34, 30])"
2,36,1,"List([25, 32])"
2,37,3,"Proj([36, 35]); Proj([36, 40]); Order([34, 39])"
2,38,2,"Proj([36, 30]); Proj([36, 39])"
