Stage,Class_ID,Node_Count,Nodes
1,0,1,Constant(Bool(true))
1,1,1,Column($1.2)
1,2,1,Column($1.1)
1,3,1,Column($1.0)
1,4,1,"List([3, 2, 1])"
1,5,1,Table($1)
1,6,1,"Scan([5, 4, 0])"
1,7,1,Column($0.3)
1,8,1,Column($0.2)
1,9,1,Column($0.1)
1,10,1,Column($0.0)
1,11,1,"List([10, 9, 8, 7])"
1,12,1,Table($0)
1,13,1,"Scan([12, 11, 0])"
1,14,1,Column($3.6)
1,15,1,Column($3.5)
1,16,1,Column($3.4)
1,17,1,Column($3.3)
1,18,1,Column($3.2)
1,19,1,Column($3.1)
1,20,1,Column($3.0)
1,21,1,"List([20, 19, 18, 17, 16, 15, 14])"
1,22,1,Table($3)
1,23,1,"Scan([22, 21, 0])"
1,24,1,Column($7.15)
1,25,1,Column($7.14)
1,26,1,Column($7.13)
1,27,1,Column($7.12)
1,28,1,Column($7.11)
1,29,1,Column($7.10)
1,30,1,Column($7.9)
1,31,1,Column($7.8)
1,32,1,Column($7.7)
1,33,1,Column($7.6)
1,34,1,Column($7.5)
1,35,1,Column($7.4)
1,36,1,Column($7.3)
1,37,1,Column($7.2)
1,38,1,Column($7.1)
1,39,1,Column($7.0)
1,40,1,"List([39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24])"
1,41,1,Table($7)
1,42,1,"Scan([41, 40, 0])"
1,43,1,Column($6.8)
1,44,1,Column($6.7)
1,45,1,Column($6.6)
1,46,1,Column($6.5)
1,47,1,Column($6.4)
1,48,1,Column($6.3)
1,49,1,Column($6.2)
1,50,1,Column($6.1)
1,51,1,Column($6.0)
1,52,1,"List([51, 50, 49, 48, 47, 46, 45, 44, 43])"
1,53,1,Table($6)
1,54,1,"Scan([53, 52, 0])"
1,55,1,Column($5.7)
1,56,1,Column($5.6)
1,57,1,Column($5.5)
1,58,1,Column($5.4)
1,59,1,Column($5.3)
1,60,1,Column($5.2)
1,61,1,Column($5.1)
1,62,1,Column($5.0)
1,63,1,"List([62, 61, 60, 59, 58, 57, 56, 55])"
1,64,1,Table($5)
1,65,1,"Scan([64, 63, 0])"
1,66,1,Inner
1,67,1,"Join([66, 0, 65, 54])"
1,68,1,"Join([66, 0, 67, 42])"
1,69,1,"Join([66, 0, 68, 23])"
1,70,1,"Join([66, 0, 69, 13])"
1,71,1,"Join([66, 0, 70, 6])"
1,72,2,"Eq([50, 62]); Eq([62, 50])"
1,73,2,"Eq([39, 51]); Eq([51, 39])"
1,74,2,"And([72, 73]); And([73, 72])"
1,75,2,"Eq([20, 37]); Eq([37, 20])"
1,76,6,"And([72, 120]); And([73, 147]); And([74, 75]); And([75, 74]); And([120, 72]); And([147, 73])"
1,77,2,"Eq([17, 59]); Eq([59, 17])"
1,78,14,"And([72, 155]); And([73, 153]); And([73, 259]); And([74, 122]); And([75, 149]); And([76, 77]); And([77, 76]); And([120, 257]); And([122, 74]); And([149, 75]); And([153, 73]); And([155, 72]); And([257, 120]); And([259, 73])"
