Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,82,82,mul-comm,3
2,0,82,82,eq-comm,6
2,0,82,82,gt-comm,1
2,0,82,82,pushdown-join-condition-left-1,1
2,0,82,82,pushdown-join-condition-right-1,1
2,0,82,82,pushdown-proj-order,1
2,0,82,82,pushdown-proj-filter,2
2,0,82,82,pushdown-proj-agg,1
2,0,82,82,pushdown-proj-hashagg,1
2,0,82,82,pushdown-proj-join,4
2,1,104,125,filter-true,2
2,1,104,125,pushdown-filter-proj,3
2,1,104,125,pushdown-filter-hashagg,2
2,1,104,125,identical-proj,13
2,1,104,125,pushdown-proj-order,1
2,1,104,125,pushdown-proj-filter,1
2,2,90,140,filter-true,2
2,2,90,140,pushdown-filter-proj,2
2,2,90,140,identical-proj,2
2,2,90,140,pushdown-proj-filter,2
2,2,90,140,pushdown-proj-join,1
2,3,96,156,filter-true,2
2,3,96,156,pushdown-filter-proj,3
2,3,96,156,pushdown-filter-inner-join,1
2,3,96,156,pushdown-join-condition-left-1,1
2,3,96,156,pushdown-join-condition-right-1,1
2,3,96,156,identical-proj,2
2,3,96,156,pushdown-proj-filter,5
2,3,96,156,pushdown-proj-join,1
2,4,97,175,and-comm,1
2,4,97,175,filter-true,2
2,4,97,175,pushdown-filter-proj,3
2,4,97,175,pushdown-filter-inner-join,1
2,4,97,175,pushdown-join-condition-left-1,1
2,5,93,180,and-true,1
2,5,93,180,and-comm,1
2,5,93,180,pushdown-join-condition-left,1
2,5,93,180,pushdown-join-condition-right,1
