Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,80,80,eq-comm,2
3,0,80,80,inner-hash-join-swap,2
3,0,80,80,hash-join-on-one-eq-rev,4
3,0,80,80,pushdown-join-condition-left-1,1
3,0,80,80,pushdown-join-condition-right-1,1
3,0,80,80,pushdown-proj-filter,3
3,0,80,80,pushdown-proj-agg,1
3,0,80,80,pushdown-proj-hashagg,1
3,1,101,116,eq-comm,4
3,1,101,116,and-true,4
3,1,101,116,and-comm,4
3,1,101,116,filter-true,2
3,1,101,116,inner-join-swap,2
3,1,101,116,hash-join-on-one-eq-rev,6
3,1,101,116,pushdown-filter-proj,4
3,1,101,116,pushdown-filter-hashagg,2
3,1,101,116,pushdown-join-condition-left,4
3,1,101,116,pushdown-join-condition-right,4
3,1,101,116,identical-proj,4
3,1,101,116,pushdown-proj-filter,1
3,1,101,116,pushdown-proj-join,3
3,2,111,173,filter-true,10
3,2,111,173,inner-join-right-rotate,2
3,2,111,173,inner-join-swap,4
3,2,111,173,inner-hash-join-swap,2
3,2,111,173,hash-join-on-one-eq,2
3,2,111,173,hash-join-on-one-eq-1,6
3,2,111,173,pushdown-filter-proj,4
3,2,111,173,pushdown-join-condition-left,2
3,2,111,173,pushdown-join-condition-left-1,1
3,2,111,173,pushdown-join-condition-right,2
3,2,111,173,pushdown-join-condition-right-1,1
3,2,111,173,identical-proj,4
3,2,111,173,pushdown-proj-filter,4
3,2,111,173,pushdown-proj-join,9
3,3,128,255,and-comm,2
3,3,128,255,and-assoc,2
3,3,128,255,filter-true,7
3,3,128,255,filter-merge,2
3,3,128,255,inner-join-right-rotate-1,4
3,3,128,255,inner-join-swap,6
3,3,128,255,inner-hash-join-swap,2
3,3,128,255,hash-join-on-one-eq,8
3,3,128,255,hash-join-on-one-eq-1,8
3,3,128,255,pushdown-filter-proj,4
3,3,128,255,pushdown-join-condition-left,2
3,3,128,255,pushdown-join-condition-left-1,1
3,3,128,255,pushdown-join-condition-right,6
3,3,128,255,identical-proj,6
3,3,128,255,pushdown-proj-filter,3
3,3,128,255,pushdown-proj-join,2
3,4,123,337,and-true,2
3,4,123,337,and-comm,4
3,4,123,337,filter-true,1
3,4,123,337,filter-split,4
3,4,123,337,inner-join-right-rotate,2
3,4,123,337,inner-join-swap,8
3,4,123,337,hash-join-on-one-eq,2
3,4,123,337,hash-join-on-two-eq,4
3,4,123,337,hash-join-on-one-eq-1,10
3,4,123,337,pushdown-filter-proj,6
3,4,123,337,pushdown-filter-inner-join,2
3,4,123,337,pushdown-join-condition-left,2
3,4,123,337,pushdown-join-condition-right,2
3,4,123,337,identical-proj,2
3,4,123,337,pushdown-proj-join,4
3,5,154,433,filter-true,6
3,5,154,433,filter-split,10
3,5,154,433,inner-join-right-rotate,2
3,5,154,433,inner-join-right-rotate-1,2
3,5,154,433,inner-join-swap,10
3,5,154,433,inner-hash-join-swap,6
3,5,154,433,hash-join-on-one-eq,6
3,5,154,433,hash-join-on-two-eq,12
3,5,154,433,hash-join-on-one-eq-1,14
3,5,154,433,hash-join-on-one-eq-rev,8
3,5,154,433,pushdown-filter-proj,10
3,5,154,433,pushdown-join-condition-left,2
3,5,154,433,pushdown-join-condition-right,8
3,5,154,433,identical-proj,2
3,5,154,433,pushdown-proj-filter,10
3,5,154,433,pushdown-proj-join,4
3,6,214,617,filter-true,20
3,6,214,617,filter-split,26
3,6,214,617,inner-join-right-rotate,4
3,6,214,617,inner-join-right-rotate-1,2
3,6,214,617,inner-join-swap,18
3,6,214,617,inner-hash-join-swap,14
3,6,214,617,hash-join-on-one-eq,6
3,6,214,617,hash-join-on-two-eq,8
3,6,214,617,hash-join-on-one-eq-1,18
3,6,214,617,hash-join-on-one-eq-rev,8
3,6,214,617,pushdown-filter-proj,16
3,6,214,617,pushdown-filter-inner-join,2
3,6,214,617,pushdown-join-condition-left,2
3,6,214,617,pushdown-join-condition-right,8
3,6,214,617,identical-proj,2
3,6,214,617,pushdown-proj-filter,16
3,6,214,617,pushdown-proj-join,4
3,7,260,857,filter-true,20
3,7,260,857,filter-split,36
3,7,260,857,inner-join-right-rotate,8
3,7,260,857,inner-join-right-rotate-1,10
3,7,260,857,inner-join-swap,32
3,7,260,857,inner-hash-join-swap,4
3,7,260,857,hash-join-on-one-eq,4
3,7,260,857,hash-join-on-one-eq-1,10
3,7,260,857,hash-join-on-one-eq-rev,8
3,7,260,857,pushdown-filter-proj,24
3,7,260,857,pushdown-filter-inner-join,3
3,7,260,857,pushdown-join-condition-left,5
3,7,260,857,pushdown-join-condition-right,12
3,7,260,857,identical-proj,10
3,7,260,857,pushdown-proj-proj,2
3,7,260,857,pushdown-proj-filter,26
3,7,260,857,pushdown-proj-join,6
