Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,0,88,88,eq-comm,7
2,0,88,88,ne-comm,2
2,0,88,88,gt-comm,2
2,0,88,88,and-comm,2
2,0,88,88,pushdown-limit-proj,1
2,0,88,88,pushdown-proj-order,1
2,0,88,88,pushdown-proj-filter,4
2,0,88,88,pushdown-proj-hashagg,1
2,0,88,88,pushdown-proj-join,4
2,1,112,136,limit-order-topn,1
2,1,112,136,pushdown-filter-proj,4
2,1,112,136,identical-proj,14
2,1,112,136,pushdown-limit-proj,1
2,1,112,136,pushdown-proj-order,2
2,1,112,136,pushdown-proj-join,1
2,2,95,150,limit-order-topn,1
2,2,95,150,identical-proj,5
2,3,90,151,None,0
