Stage,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,0,86,86,eq-comm,2
3,0,86,86,inner-hash-join-swap,3
3,0,86,86,hash-join-on-one-eq-rev,5
3,0,86,86,pushdown-proj-topn,1
3,0,86,86,pushdown-proj-filter,4
3,0,86,86,pushdown-proj-hashagg,1
3,1,110,126,eq-comm,5
3,1,110,126,and-true,3
3,1,110,126,and-comm,5
3,1,110,126,inner-join-right-rotate-1,2
3,1,110,126,inner-join-swap,3
3,1,110,126,hash-join-on-one-eq-rev,6
3,1,110,126,pushdown-filter-proj,4
3,1,110,126,pushdown-join-condition-left,3
3,1,110,126,pushdown-join-condition-right,3
3,1,110,126,identical-proj,6
3,1,110,126,pushdown-proj-topn,1
3,1,110,126,pushdown-proj-join,4
3,2,123,188,and-comm,2
3,2,123,188,and-assoc,2
3,2,123,188,filter-true,6
3,2,123,188,inner-join-right-rotate-1,8
3,2,123,188,inner-join-swap,5
3,2,123,188,hash-join-on-one-eq,3
3,2,123,188,hash-join-on-two-eq,1
3,2,123,188,hash-join-on-one-eq-1,10
3,2,123,188,hash-join-on-one-eq-2,1
3,2,123,188,pushdown-filter-proj,4
3,2,123,188,pushdown-join-condition-left,3
3,2,123,188,pushdown-join-condition-right,4
3,2,123,188,identical-proj,10
3,2,123,188,pushdown-proj-join,3
3,3,134,284,and-comm,4
3,3,134,284,and-assoc,3
3,3,134,284,filter-true,4
3,3,134,284,filter-merge,3
3,3,134,284,filter-split,3
3,3,134,284,inner-join-right-rotate,3
3,3,134,284,inner-join-right-rotate-1,7
3,3,134,284,inner-join-swap,9
3,3,134,284,inner-hash-join-swap,1
3,3,134,284,hash-join-on-one-eq,1
3,3,134,284,hash-join-on-two-eq,7
3,3,134,284,hash-join-on-one-eq-1,12
3,3,134,284,hash-join-on-one-eq-3,1
3,3,134,284,hash-join-on-one-eq-rev,1
3,3,134,284,pushdown-filter-proj,3
3,3,134,284,pushdown-filter-inner-join,1
3,3,134,284,pushdown-join-condition-left,1
3,3,134,284,pushdown-join-condition-left-1,1
3,3,134,284,pushdown-join-condition-right,4
3,3,134,284,pushdown-join-condition-right-1,2
3,3,134,284,identical-proj,5
3,3,134,284,pushdown-proj-filter,4
3,3,134,284,pushdown-proj-join,5
3,4,187,438,and-true,3
3,4,187,438,and-comm,6
3,4,187,438,and-assoc,1
3,4,187,438,filter-true,8
3,4,187,438,filter-split,20
3,4,187,438,inner-join-right-rotate,7
3,4,187,438,inner-join-right-rotate-1,21
3,4,187,438,inner-join-swap,22
3,4,187,438,inner-hash-join-swap,4
3,4,187,438,hash-join-on-one-eq,5
3,4,187,438,hash-join-on-two-eq,10
3,4,187,438,hash-join-on-three-eq,4
3,4,187,438,hash-join-on-one-eq-1,25
3,4,187,438,hash-join-on-one-eq-rev,8
3,4,187,438,pushdown-filter-proj,8
3,4,187,438,pushdown-filter-inner-join,4
3,4,187,438,pushdown-join-condition-left,6
3,4,187,438,pushdown-join-condition-left-1,1
3,4,187,438,pushdown-join-condition-right,16
3,4,187,438,identical-proj,4
3,4,187,438,pushdown-proj-proj,1
3,4,187,438,pushdown-proj-filter,15
3,4,187,438,pushdown-proj-join,9
3,5,292,775,and-comm,1
3,5,292,775,filter-true,22
3,5,292,775,filter-split,64
3,5,292,775,inner-join-right-rotate,16
3,5,292,775,inner-join-right-rotate-1,44
3,5,292,775,inner-join-swap,58
3,5,292,775,inner-hash-join-swap,25
3,5,292,775,hash-join-on-one-eq,13
3,5,292,775,hash-join-on-two-eq,16
3,5,292,775,hash-join-on-three-eq,20
3,5,292,775,hash-join-on-one-eq-1,56
3,5,292,775,hash-join-on-one-eq-rev,17
3,5,292,775,pushdown-filter-proj,31
3,5,292,775,pushdown-filter-inner-join,8
3,5,292,775,pushdown-join-condition-left,6
3,5,292,775,pushdown-join-condition-right,42
3,5,292,775,pushdown-join-condition-right-1,3
3,5,292,775,identical-proj,4
3,5,292,775,pushdown-proj-filter,47
3,5,292,775,pushdown-proj-join,33
3,6,513,1578,filter-true,47
3,6,513,1578,filter-split,181
3,6,513,1578,inner-join-right-rotate,43
3,6,513,1578,inner-join-right-rotate-1,125
3,6,513,1578,inner-join-swap,148
3,6,513,1578,inner-hash-join-swap,44
3,6,513,1578,hash-join-on-one-eq,23
3,6,513,1578,hash-join-on-two-eq,20
3,6,513,1578,hash-join-on-one-eq-1,101
3,6,513,1578,hash-join-on-one-eq-rev,36
3,6,513,1578,pushdown-filter-proj,101
3,6,513,1578,pushdown-filter-inner-join,29
3,6,513,1578,pushdown-join-condition-left,25
3,6,513,1578,pushdown-join-condition-right,63
3,6,513,1578,pushdown-join-condition-right-1,2
3,6,513,1578,identical-proj,22
3,6,513,1578,pushdown-proj-proj,24
3,6,513,1578,pushdown-proj-filter,118
3,6,513,1578,pushdown-proj-join,47
3,7,785,3246,filter-true,67
3,7,785,3246,filter-split,340
3,7,785,3246,inner-join-right-rotate,80
3,7,785,3246,inner-join-swap,331
3,7,785,3246,inner-hash-join-swap,88
3,7,785,3246,hash-join-on-one-eq,38
3,7,785,3246,hash-join-on-two-eq,49
3,7,785,3246,hash-join-on-one-eq-rev,49
3,7,785,3246,hash-join-on-three-eq-rev,6
3,7,785,3246,pushdown-filter-inner-join,54
3,7,785,3246,pushdown-join-condition-left-1,3
3,7,785,3246,pushdown-join-condition-right-1,18
3,7,785,3246,identical-proj,32
3,7,785,3246,pushdown-proj-join,128
