Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,2
76,2
77,2
78,2
79,6
80,2
81,14
82,2
83,32
84,2
85,60
86,1
87,1
88,92
89,99
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,2
112,2
113,2
114,2
115,2
116,77
117,2
118,6
119,2
120,6
121,6
122,14
123,6
124,14
125,6
126,14
127,30
128,6
129,28
130,6
131,14
132,56
133,10
134,48
135,6
136,14
137,1
138,45
139,1
140,26
141,2
142,1
143,6
144,2
145,3
146,2
147,2
148,2
149,2
150,26
151,4
152,10
153,2
154,14
155,2
156,2
157,2
158,2
159,2
160,6
161,2
162,1
163,2
164,2
165,8
166,2
167,4
168,2
169,2
170,2
171,22
172,6
173,20
174,2
175,10
176,2
177,24
178,2
179,3
180,2
181,2
182,2
183,14
184,2
185,21
186,2
187,2
188,2
189,1
190,3
191,1
192,3
193,1
194,1
195,3
196,1
197,6
198,42
199,6
200,20
201,2
202,7
203,10
204,2
205,2
206,22
207,2
208,20
209,2
210,2
211,2
212,6
213,6
214,2
215,6
216,10
217,12
218,2
219,2
220,6
221,14
222,2
223,6
224,16
225,12
226,10
227,6
228,2
229,6
230,10
231,12
232,4
233,1
234,2
235,13
236,2
237,8
238,2
239,4
240,1
241,1
242,1
243,1
244,2
245,1
246,2
247,2
248,2
249,1
250,2
251,2
252,1
253,2
254,1
255,2
256,1
257,2
258,1
259,2
260,2
261,2
262,2
263,2
264,2
265,1
266,1
267,1
268,2
269,1
270,2
271,2
272,2
273,1
274,2
275,2
276,1
277,1
278,2
279,2
280,2
281,1
282,2
283,1
284,2
285,2
286,2
287,1
288,2
289,1
290,2
291,2
292,2
293,2
294,2
295,2
296,2
297,1
298,1
299,1
300,1
301,2
302,1
303,1
304,1
305,2
306,2
307,2
308,1
309,2
310,1
311,2
312,2
313,2
314,1
315,1
316,1
317,2
318,1
319,2
320,2
321,2
322,2
323,2
324,1
325,2
326,2
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,2
336,1
337,1
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,1
359,2
360,1
361,2
362,2
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
371,2
372,2
373,2
374,2
375,2
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
