Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,3
6,1
7,4
8,3
9,1
10,3
11,1
12,1
13,1
14,1
15,1
16,3
17,1
18,1
19,1
20,1
21,3
22,1
23,1
24,1
25,1
26,1
27,1
28,3
29,1
30,1
31,1
32,1
33,3
34,1
35,1
36,1
37,1
38,1
39,3
40,1
41,3
42,1
43,3
44,4
45,5
46,1
47,3
48,1
49,1
50,1
51,3
52,1
53,5
54,1
55,1
56,3
57,1
58,28
59,1
60,1
61,6
62,1
63,58
64,1
65,1
66,3
67,1
68,154
69,1
70,3
71,1
72,267
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,4
86,3
87,3
88,3
89,3
90,6
91,3
92,4
93,4
94,4
95,1
96,4
97,9
98,4
99,12
100,4
101,4
102,4
103,1
104,2
105,3
106,1
107,3
108,1
109,23
110,4
111,5
112,6
113,8
114,5
115,5
116,8
117,5
118,13
119,4
120,5
121,5
122,16
123,9
124,3
125,8
126,8
127,1
128,7
129,5
130,8
131,8
132,7
133,6
134,1
135,4
136,6
137,1
138,1
139,8
140,4
141,5
142,10
143,6
144,3
145,3
146,16
147,9
148,14
149,6
150,9
151,1
152,1
153,4
154,4
155,1
156,27
157,18
158,6
159,8
160,16
161,9
162,13
163,36
164,11
165,8
166,12
167,10
168,1
169,3
170,16
171,4
172,4
173,40
174,7
175,1
176,1
177,16
178,9
179,15
180,44
181,11
182,7
183,29
184,3
185,1
186,9
187,3
188,4
189,4
190,15
191,1
192,13
193,6
194,12
195,2
196,8
197,2
198,16
199,4
200,13
201,1
202,4
203,10
204,1
205,1
206,1
207,4
208,2
209,5
210,1
211,1
212,1
213,11
214,1
215,2
216,7
217,4
218,17
219,1
220,8
221,11
222,1
223,3
224,12
225,2
226,5
227,3
228,9
229,2
230,10
231,6
232,4
233,2
234,2
235,5
236,3
237,1
238,1
239,8
240,3
241,1
242,1
243,1
244,2
245,3
246,4
247,1
248,1
249,1
250,3
251,2
252,1
253,11
254,1
255,8
256,2
257,5
258,2
259,1
260,8
261,11
262,5
263,11
264,1
265,4
266,11
267,7
268,1
269,11
270,1
271,3
272,10
273,2
274,17
275,4
276,2
277,3
278,10
279,4
280,2
281,2
282,17
283,1
284,7
285,4
286,2
287,5
288,2
289,4
290,9
291,2
292,5
293,3
294,8
295,1
296,82
297,10
298,7
299,8
300,18
301,2
302,5
303,6
304,3
305,1
306,1
307,2
308,11
309,6
310,12
311,3
312,1
313,7
314,4
315,5
316,22
317,1
318,1
319,13
320,13
321,22
322,5
323,1
324,1
325,6
326,1
327,1
328,8
329,1
330,14
331,6
332,13
333,3
334,1
335,13
336,18
337,11
338,12
339,1
340,2
341,11
342,7
343,11
344,5
345,5
346,2
347,2
348,2
349,2
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,6
361,3
362,3
363,3
364,3
365,3
366,5
367,6
368,1
369,2
370,5
371,3
372,3
373,3
374,3
375,3
376,5
377,4
378,2
379,4
380,1
381,1
382,8
383,8
384,8
385,2
386,1
387,2
388,2
389,2
390,4
391,1
392,1
393,2
394,6
395,1
396,8
397,4
398,3
399,1
400,2
401,2
402,11
403,13
404,2
405,2
406,1
407,1
408,2
409,1
410,1
411,1
412,1
413,1
414,1
415,4
416,6
417,2
418,2
419,1
420,1
421,1
422,3
423,3
424,3
425,1
426,1
427,2
428,2
429,2
430,2
431,1
432,1
433,10
434,12
435,2
436,1
437,1
438,3
439,1
440,3
441,3
442,1
443,3
444,2
445,3
446,2
447,1
448,1
449,2
450,3
451,1
452,5
453,3
454,2
455,2
456,1
457,2
458,3
459,1
460,1
461,1
462,3
463,1
464,2
465,1
466,2
467,3
468,1
469,1
470,1
471,1
472,4
473,2
474,3
475,1
476,4
477,1
478,2
479,2
480,1
481,1
482,2
483,3
484,2
485,2
486,2
487,1
488,3
489,4
490,11
491,3
492,2
493,1
494,1
495,2
496,3
497,1
498,1
499,1
500,2
501,1
502,1
503,1
504,3
505,1
506,2
507,1
508,2
509,1
510,2
511,1
512,2
513,2
514,2
515,1
516,2
517,3
518,2
519,2
520,2
521,2
522,3
523,1
524,1
525,1
526,3
527,1
528,1
529,1
530,5
531,5
532,3
533,2
534,1
535,4
536,2
537,1
538,1
539,2
540,1
541,1
542,1
543,1
544,1
545,2
546,2
547,1
548,1
549,1
550,2
551,1
552,2
553,1
554,3
555,2
556,1
557,1
558,4
559,2
560,3
561,1
562,5
563,1
564,4
565,1
566,2
567,4
568,1
569,2
570,4
571,1
572,5
573,1
574,1
575,3
576,2
577,3
578,3
579,1
580,1
581,2
582,3
583,1
584,4
585,1
586,3
587,1
588,4
589,9
590,1
591,2
592,6
593,2
594,5
595,3
596,2
597,3
598,1
599,1
600,2
601,1
602,1
603,4
604,2
605,3
606,1
607,4
608,1
609,4
610,5
611,1
612,3
613,1
614,2
615,1
616,2
617,1
618,1
619,2
620,3
621,2
622,2
623,2
624,2
625,3
626,1
627,1
628,1
629,3
630,2
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,3
639,2
640,1
641,1
642,1
643,2
644,2
645,1
646,1
647,3
648,1
649,1
650,3
651,2
652,2
653,1
654,1
655,3
656,6
657,1
658,2
659,2
660,1
661,1
662,1
663,3
664,2
665,2
666,2
667,22
668,3
669,2
670,2
671,1
672,4
673,3
674,2
675,3
676,2
677,1
678,1
679,2
680,1
681,1
682,3
683,1
684,2
685,1
686,2
687,1
688,3
689,1
690,1
691,1
692,1
693,2
694,1
695,1
696,2
697,2
698,5
699,1
700,2
701,1
702,2
703,1
704,2
705,1
706,2
707,2
708,2
709,1
710,2
711,2
712,2
713,3
714,2
715,3
716,2
717,3
718,2
719,2
720,3
721,1
722,1
723,2
724,3
725,1
726,4
727,1
728,3
729,1
730,4
731,2
732,1
733,1
734,2
735,1
736,3
737,5
738,5
739,5
740,1
741,1
742,5
743,6
744,3
745,1
746,12
747,1
748,4
749,4
750,1
751,1
752,5
753,3
754,1
755,4
756,7
757,1
758,1
759,2
760,2
761,2
762,3
763,2
764,3
765,2
766,2
767,1
768,2
769,4
770,1
771,2
772,1
773,2
774,2
775,3
776,3
777,2
778,4
779,2
780,2
781,4
782,2
783,2
784,3
785,4
786,3
787,2
788,3
789,2
790,2
791,3
792,1
793,2
794,3
795,4
796,3
797,1
798,4
799,7
800,1
801,2
802,3
803,1
804,1
805,2
806,2
807,3
808,8
809,2
810,5
