Stage,Class_ID,Node_Count,Nodes
1,0,1,Constant(Bool(true))
1,1,1,Column($2.8)
1,2,1,Column($2.7)
1,3,1,Column($2.6)
1,4,1,Column($2.5)
1,5,1,Column($2.4)
1,6,1,Column($2.3)
1,7,1,Column($2.2)
1,8,1,Column($2.1)
1,9,1,Column($2.0)
1,10,1,"List([9, 8, 7, 6, 5, 4, 3, 2, 1])"
1,11,1,Table($2)
1,12,1,"Scan([11, 10, 0])"
1,13,1,Column($7.15)
1,14,1,Column($7.14)
1,15,1,Column($7.13)
1,16,1,Column($7.12)
1,17,1,Column($7.11)
1,18,1,Column($7.10)
1,19,1,Column($7.9)
1,20,1,Column($7.8)
1,21,1,Column($7.7)
1,22,1,Column($7.6)
1,23,1,Column($7.5)
1,24,1,Column($7.4)
1,25,1,Column($7.3)
1,26,1,Column($7.2)
1,27,1,Column($7.1)
1,28,1,Column($7.0)
1,29,1,"List([28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13])"
1,30,1,Table($7)
1,31,1,"Scan([30, 29, 0])"
1,32,1,Inner
1,33,1,"Join([32, 0, 31, 12])"
1,34,1,"Constant(String(""AIR REG""))"
1,35,1,"Constant(String(""AIR""))"
1,36,1,"List([35, 34])"
1,37,1,"In([14, 36])"
1,38,2,"Eq([9, 27]); Eq([27, 9])"
1,39,1,"Constant(String(""Brand#33""))"
1,40,2,"Eq([6, 39]); Eq([39, 6])"
1,41,2,"And([38, 40]); And([40, 38])"
1,42,1,"Constant(String(""LG PKG""))"
1,43,1,"Constant(String(""LG PACK""))"
1,44,1,"Constant(String(""LG BOX""))"
1,45,1,"Constant(String(""LG CASE""))"
1,46,1,"List([45, 44, 43, 42])"
1,47,1,"In([3, 46])"
1,48,6,"And([38, 146]); And([40, 216]); And([41, 47]); And([47, 41]); And([146, 38]); And([216, 40])"
1,49,1,Constant(Int32(20))
1,50,1,"GtEq([24, 49])"
1,51,14,"And([38, 224]); And([40, 222]); And([40, 524]); And([41, 148]); And([47, 218]); And([48, 50]); And([50, 48]); And([146, 522]); And([148, 41]); And([218, 47]); And([222, 40]); And([224, 38]); And([522, 146]); And([524, 40])"
1,52,1,Constant(Int32(30))
1,53,1,"LtEq([24, 52])"
1,54,26,"And([38, 234]); And([38, 534]); And([40, 532]); And([40, 538]); And([40, 544]); And([41, 232]); And([47, 230]); And([47, 528]); And([48, 150]); And([50, 226]); And([51, 53]); And([53, 51]); And([146, 536]); And([148, 526]); And([150, 48]); And([226, 50]); And([230, 47]); And([232, 41]); And([234, 38]); And([526, 148]); And([528, 47]); And([532, 40]); And([534, 38]); And([536, 146]); And([538, 40]); And([544, 40])"
1,55,1,Constant(Int32(1))
1,56,1,"GtEq([4, 55])"
1,57,42,"And([38, 558]); And([38, 568]); And([38, 586]); And([38, 592]); And([40, 566]); And([40, 588]); And([40, 590]); And([41, 244]); And([41, 556]); And([47, 554]); And([47, 562]); And([47, 582]); And([48, 242]); And([50, 240]); And([50, 550]); And([51, 152]); And([53, 236]); And([54, 56]); And([56, 54]); And([146, 580]); And([148, 560]); And([150, 548]); And([152, 51]); And([236, 53]); And([240, 50]); And([242, 48]); And([244, 41]); And([548, 150]); And([550, 50]); And([554, 47]); And([556, 41]); And([558, 38]); And([560, 148]); And([562, 47]); And([566, 40]); And([568, 38]); And([580, 146]); And([582, 47]); And([586, 38]); And([588, 40]); And([590, 40]); And([592, 38])"
1,58,46,"And([37, 57]); And([38, 623]); And([38, 639]); And([40, 637]); And([41, 605]); And([41, 621]); And([41, 631]); And([47, 619]); And([47, 633]); And([48, 603]); And([48, 613]); And([48, 629]); And([50, 601]); And([50, 615]); And([50, 627]); And([51, 250]); And([53, 597]); And([53, 609]); And([54, 298]); And([56, 246]); And([57, 37]); And([148, 625]); And([150, 607]); And([152, 594]); And([246, 56]); And([250, 51]); And([298, 54]); And([594, 152]); And([597, 53]); And([601, 50]); And([603, 48]); And([605, 41]); And([607, 150]); And([609, 53]); And([613, 48]); And([615, 50]); And([619, 47]); And([621, 41]); And([623, 38]); And([625, 148]); And([627, 50]); And([629, 48]); And([631, 41]); And([633, 47]); And([637, 40]); And([639, 38])"
1,59,1,Constant(Int32(15))
1,60,1,"LtEq([4, 59])"
1,61,34,"And([37, 154]); And([41, 669]); And([48, 667]); And([50, 665]); And([51, 645]); And([51, 651]); And([51, 659]); And([53, 661]); And([54, 643]); And([54, 649]); And([54, 657]); And([56, 641]); And([56, 647]); And([56, 655]); And([57, 252]); And([58, 60]); And([60, 58]); And([152, 653]); And([154, 37]); And([252, 57]); And([641, 56]); And([643, 54]); And([645, 51]); And([647, 56]); And([649, 54]); And([651, 51]); And([653, 152]); And([655, 56]); And([657, 54]); And([659, 51]); And([661, 53]); And([665, 50]); And([667, 48]); And([669, 41])"
1,62,1,"Constant(String(""DELIVER IN PERSON""))"
1,63,2,"Eq([15, 62]); Eq([62, 15])"
1,64,36,"And([37, 260]); And([41, 697]); And([48, 695]); And([50, 693]); And([51, 679]); And([51, 687]); And([53, 689]); And([54, 677]); And([54, 685]); And([56, 675]); And([56, 683]); And([57, 258]); And([57, 673]); And([58, 156]); And([60, 254]); And([61, 63]); And([63, 61]); And([152, 681]); And([154, 671]); And([156, 58]); And([254, 60]); And([258, 57]); And([260, 37]); And([671, 154]); And([673, 57]); And([675, 56]); And([677, 54]); And([679, 51]); And([681, 152]); And([683, 56]); And([685, 54]); And([687, 51]); And([689, 53]); And([693, 50]); And([695, 48]); And([697, 41])"
1,65,1,"Constant(String(""Brand#23""))"
1,66,2,"Eq([6, 65]); Eq([65, 6])"
1,67,2,"And([38, 66]); And([66, 38])"
1,68,1,"Constant(String(""MED PACK""))"
1,69,1,"Constant(String(""MED PKG""))"
1,70,1,"Constant(String(""MED BOX""))"
1,71,1,"Constant(String(""MED BAG""))"
1,72,1,"List([71, 70, 69, 68])"
1,73,1,"In([3, 72])"
1,74,6,"And([38, 262]); And([66, 158]); And([67, 73]); And([73, 67]); And([158, 66]); And([262, 38])"
1,75,1,Constant(Int32(10))
1,76,1,"GtEq([24, 75])"
1,77,14,"And([38, 270]); And([38, 701]); And([66, 268]); And([67, 160]); And([73, 264]); And([74, 76]); And([76, 74]); And([158, 699]); And([160, 67]); And([264, 73]); And([268, 66]); And([270, 38]); And([699, 158]); And([701, 38])"
1,78,1,"LtEq([24, 49])"
