Stage,Class_ID,Node_Count,Nodes
2,0,1,Constant(Bool(true))
2,1,1,Column($2.6)
2,2,1,Column($2.5)
2,3,1,Column($2.3)
2,4,1,Column($2.0)
2,5,1,"List([4, 3, 2, 1])"
2,6,1,Table($2)
2,7,2,"Scan([6, 5, 0]); Proj([5, 7])"
2,8,1,Constant(Int32(1))
2,9,2,"GtEq([2, 8]); LtEq([8, 2])"
2,10,2,"Proj([5, 10]); Filter([9, 7])"
2,11,1,Column($7.14)
2,12,1,Column($7.13)
2,13,1,Column($7.6)
2,14,1,Column($7.5)
2,15,1,Column($7.4)
2,16,1,Column($7.1)
2,17,1,"List([16, 15, 14, 13, 12, 11])"
2,18,1,Table($7)
2,19,2,"Scan([18, 17, 0]); Proj([17, 19])"
2,20,1,"Constant(String(""DELIVER IN PERSON""))"
2,21,2,"Eq([12, 20]); Eq([20, 12])"
2,22,1,"Constant(String(""AIR REG""))"
2,23,1,"Constant(String(""AIR""))"
2,24,1,"List([23, 22])"
2,25,1,"In([11, 24])"
2,26,2,"And([21, 25]); And([25, 21])"
2,27,4,"Proj([17, 27]); Filter([21, 190]); Filter([25, 135]); Filter([26, 19])"
2,28,1,"List([16, 15, 14, 13])"
2,29,4,"Proj([28, 27]); Proj([28, 29]); Proj([28, 199]); Proj([28, 327])"
2,30,2,"Eq([4, 16]); Eq([16, 4])"
2,31,1,"Constant(String(""Brand#33""))"
2,32,2,"Eq([3, 31]); Eq([31, 3])"
2,33,1,"Constant(String(""LG PKG""))"
2,34,1,"Constant(String(""LG PACK""))"
2,35,1,"Constant(String(""LG BOX""))"
2,36,1,"Constant(String(""LG CASE""))"
2,37,1,"List([36, 35, 34, 33])"
2,38,1,"In([1, 37])"
2,39,1,Constant(Int32(20))
2,40,2,"GtEq([15, 39]); LtEq([39, 15])"
2,41,1,Constant(Int32(30))
2,42,2,"GtEq([41, 15]); LtEq([15, 41])"
2,43,2,"And([40, 42]); And([42, 40])"
2,44,6,"And([38, 43]); And([40, 154]); And([42, 152]); And([43, 38]); And([152, 42]); And([154, 40])"
2,45,14,"And([32, 44]); And([38, 158]); And([40, 244]); And([42, 242]); And([43, 156]); And([44, 32]); And([152, 304]); And([154, 302]); And([156, 43]); And([158, 38]); And([242, 42]); And([244, 40]); And([302, 154]); And([304, 152])"
2,46,1,Constant(Int32(15))
2,47,2,"GtEq([46, 2]); LtEq([2, 46])"
2,48,30,"And([32, 127]); And([38, 252]); And([40, 260]); And([42, 258]); And([43, 250]); And([44, 160]); And([45, 47]); And([47, 45]); And([127, 32]); And([152, 548]); And([154, 546]); And([156, 184]); And([158, 182]); And([160, 44]); And([182, 158]); And([184, 156]); And([242, 316]); And([244, 314]); And([250, 43]); And([252, 38]); And([258, 42]); And([260, 40]); And([282, 304]); And([284, 302]); And([302, 284]); And([304, 282]); And([314, 244]); And([316, 242]); And([546, 154]); And([548, 152])"
2,49,1,Constant(Int32(11))
2,50,2,"GtEq([49, 15]); LtEq([15, 49])"
2,51,1,Constant(Int32(5))
2,52,2,"GtEq([51, 2]); LtEq([2, 51])"
2,53,2,"And([50, 52]); And([52, 50])"
2,54,1,"Constant(String(""Brand#12""))"
2,55,2,"Eq([3, 54]); Eq([54, 3])"
2,56,1,"Constant(String(""SM PKG""))"
2,57,1,"Constant(String(""SM PACK""))"
2,58,1,"Constant(String(""SM BOX""))"
2,59,1,"Constant(String(""SM CASE""))"
2,60,1,"List([59, 58, 57, 56])"
2,61,1,"In([1, 60])"
2,62,2,"GtEq([15, 8]); LtEq([8, 15])"
2,63,2,"And([61, 62]); And([62, 61])"
2,64,6,"And([55, 63]); And([61, 164]); And([62, 162]); And([63, 55]); And([162, 62]); And([164, 61])"
2,65,30,"And([50, 129]); And([52, 170]); And([53, 64]); And([55, 456]); And([61, 268]); And([62, 266]); And([63, 166]); And([64, 53]); And([129, 50]); And([162, 308]); And([164, 306]); And([166, 63]); And([170, 52]); And([266, 62]); And([268, 61]); And([286, 516]); And([288, 510]); And([290, 514]); And([292, 512]); And([306, 164]); And([308, 162]); And([456, 55]); And([488, 520]); And([490, 518]); And([510, 288]); And([512, 292]); And([514, 290]); And([516, 286]); And([518, 490]); And([520, 488])"
2,66,2,"GtEq([39, 15]); LtEq([15, 39])"
2,67,1,Constant(Int32(10))
2,68,2,"GtEq([67, 2]); LtEq([2, 67])"
2,69,2,"And([66, 68]); And([68, 66])"
2,70,1,"Constant(String(""Brand#23""))"
2,71,2,"Eq([3, 70]); Eq([70, 3])"
2,72,1,"Constant(String(""MED PACK""))"
2,73,1,"Constant(String(""MED PKG""))"
2,74,1,"Constant(String(""MED BOX""))"
2,75,1,"Constant(String(""MED BAG""))"
2,76,1,"List([75, 74, 73, 72])"
2,77,1,"In([1, 76])"
2,78,2,"GtEq([15, 67]); LtEq([67, 15])"
2,79,2,"And([77, 78]); And([78, 77])"
