Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,2
6,1
7,1
8,1
9,1
10,1
11,2
12,2
13,2
14,1
15,2
16,1
17,1
18,1
19,1
20,2
21,1
22,2
23,2
24,1
25,2
26,1
27,1
28,1
29,1
30,2
31,1
32,2
33,2
34,1
35,2
36,1
37,1
38,1
39,1
40,1
41,2
42,2
43,2
44,1
45,2
46,1
47,1
48,1
49,1
50,1
51,2
52,2
53,1
54,1
55,1
56,2
57,2
58,1
59,2
60,2
61,1
62,1
63,2
64,2
65,2
66,2
67,1
68,2
69,2
70,2
71,2
72,1
73,1
74,1
75,2
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,3
85,1
86,1
87,4
88,2
89,2
