Stage,Class_ID,Node_Count,Nodes
3,0,1,Constant(Bool(true))
3,1,1,Column($7.12)
3,2,1,Column($7.11)
3,3,1,Column($7.0)
3,4,1,"List([3, 2, 1])"
3,5,1,Table($7)
3,6,3,"Scan([5, 4, 0]); Proj([4, 6]); Filter([0, 6])"
3,7,3,"Gt([1, 2]); And([0, 7]); And([7, 0])"
3,8,3,"Proj([4, 8]); Filter([0, 8]); Filter([7, 6])"
3,9,1,List([3])
3,10,3,"Proj([9, 8]); Proj([9, 10]); Filter([0, 10])"
3,11,1,Column($6.5)
3,12,1,Column($6.4)
3,13,1,Column($6.0)
3,14,1,"List([13, 12, 11])"
3,15,1,Table($6)
3,16,3,"Scan([15, 14, 0]); Proj([14, 16]); Filter([0, 16])"
3,17,1,Constant(Date(Date(8674)))
3,18,3,"Gt([17, 12]); And([0, 18]); And([18, 0])"
3,19,1,Constant(Date(Date(8582)))
3,20,3,"GtEq([12, 19]); And([0, 20]); And([20, 0])"
3,21,4,"And([0, 21]); And([18, 20]); And([20, 18]); And([21, 0])"
3,22,5,"Proj([14, 22]); Filter([0, 22]); Filter([18, 56]); Filter([20, 38]); Filter([21, 16])"
3,23,1,"List([13, 11])"
3,24,3,"Proj([23, 22]); Proj([23, 24]); Filter([0, 24])"
3,25,1,List([13])
3,26,1,Semi
3,27,2,"Join([26, 40, 24, 10]); HashJoin([26, 0, 25, 9, 24, 10])"
3,28,1,List([11])
3,29,2,"Proj([28, 27]); Proj([28, 29])"
3,30,1,RowCount
3,31,1,List([30])
3,32,1,"HashAgg([28, 31, 29])"
3,33,1,"Order([28, 32])"
3,34,1,Ref(30)
3,35,1,"List([11, 34])"
3,36,3,"Proj([35, 33]); Proj([35, 44]); Order([28, 43])"
3,37,3,"Proj([14, 38]); Filter([0, 38]); Filter([18, 16])"
3,38,4,"Eq([3, 13]); Eq([13, 3]); And([0, 40]); And([40, 0])"
3,39,3,"Proj([14, 56]); Filter([0, 56]); Filter([20, 16])"
3,40,2,"Proj([35, 32]); Proj([35, 43])"
