Stage,Class_ID,Node_Count,Nodes
0,0,1,Constant(Bool(true))
0,1,1,Column($2.8)
0,2,1,Column($2.7)
0,3,1,Column($2.6)
0,4,1,Column($2.5)
0,5,1,Column($2.4)
0,6,1,Column($2.3)
0,7,1,Column($2.2)
0,8,1,Column($2.1)
0,9,1,Column($2.0)
0,10,1,"List([9, 8, 7, 6, 5, 4, 3, 2, 1])"
0,11,1,Table($2)
0,12,1,"Scan([11, 10, 0])"
0,13,1,Column($7.15)
0,14,1,Column($7.14)
0,15,1,Column($7.13)
0,16,1,Column($7.12)
0,17,1,Column($7.11)
0,18,1,Column($7.10)
0,19,1,Column($7.9)
0,20,1,Column($7.8)
0,21,1,Column($7.7)
0,22,1,Column($7.6)
0,23,1,Column($7.5)
0,24,1,Column($7.4)
0,25,1,Column($7.3)
0,26,1,Column($7.2)
0,27,1,Column($7.1)
0,28,1,Column($7.0)
0,29,1,"List([28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13])"
0,30,1,Table($7)
0,31,1,"Scan([30, 29, 0])"
0,32,1,Inner
0,33,1,"Join([32, 0, 31, 12])"
0,34,1,"Constant(Interval(Interval { months: 1, days: 0, ms: 0 }))"
0,35,1,Constant(Date(Date(9374)))
0,36,1,Constant(Date(Date(9404)))
0,37,1,"Lt([18, 36])"
0,38,1,"GtEq([18, 35])"
0,39,1,"Eq([27, 9])"
0,40,1,"And([40, 39])"
0,41,1,"And([41, 38])"
0,42,1,"Filter([42, 33])"
0,43,1,Constant(Int32(1))
0,44,1,"Sub([44, 22])"
0,45,1,"Mul([23, 45])"
0,46,1,Sum(46)
0,47,1,Constant(Int32(0))
0,48,1,"Type(Decimal(Some(30), Some(4)))"
0,49,1,"Cast([49, 48])"
0,50,1,"Constant(String(""PROMO%""))"
0,51,1,"Like([5, 51])"
0,52,1,"If([52, 46, 50])"
0,53,1,Sum(53)
0,54,1,"List([54, 47])"
0,55,1,"Agg([55, 43])"
0,56,1,"Filter([0, 56])"
0,57,1,List([])
0,58,1,"Order([58, 57])"
0,59,1,Ref(47)
0,60,1,Ref(54)
0,61,1,Constant(Decimal(100.00))
0,62,1,"Mul([62, 61])"
0,63,1,"Div([63, 60])"
0,64,1,List([64])
0,65,1,"Proj([65, 59])"
0,66,1,Constant(Null)
0,67,1,"Limit([67, 48, 66])"
