Stage,Class_ID,Node_Count,Nodes
1,0,1,Constant(Bool(true))
1,1,1,Column($2.8)
1,2,1,Column($2.7)
1,3,1,Column($2.6)
1,4,1,Column($2.5)
1,5,1,Column($2.4)
1,6,1,Column($2.3)
1,7,1,Column($2.2)
1,8,1,Column($2.1)
1,9,1,Column($2.0)
1,10,1,"List([9, 8, 7, 6, 5, 4, 3, 2, 1])"
1,11,1,Table($2)
1,12,1,"Scan([11, 10, 0])"
1,13,1,Column($7.15)
1,14,1,Column($7.14)
1,15,1,Column($7.13)
1,16,1,Column($7.12)
1,17,1,Column($7.11)
1,18,1,Column($7.10)
1,19,1,Column($7.9)
1,20,1,Column($7.8)
1,21,1,Column($7.7)
1,22,1,Column($7.6)
1,23,1,Column($7.5)
1,24,1,Column($7.4)
1,25,1,Column($7.3)
1,26,1,Column($7.2)
1,27,1,Column($7.1)
1,28,1,Column($7.0)
1,29,1,"List([28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13])"
1,30,1,Table($7)
1,31,1,"Scan([30, 29, 0])"
1,32,1,Inner
1,33,1,"Join([32, 0, 31, 12])"
1,34,2,"Eq([9, 27]); Eq([27, 9])"
1,35,1,Constant(Date(Date(9374)))
1,36,1,"GtEq([18, 35])"
1,37,2,"And([34, 36]); And([36, 34])"
1,38,1,Constant(Date(Date(9404)))
1,39,1,"Lt([18, 38])"
1,40,6,"And([34, 65]); And([36, 71]); And([37, 39]); And([39, 37]); And([65, 34]); And([71, 36])"
1,41,7,"Filter([34, 87]); Filter([36, 85]); Filter([37, 73]); Filter([39, 67]); Filter([40, 33]); Filter([65, 75]); Filter([71, 77])"
1,42,1,Constant(Int32(1))
1,43,1,"Sub([42, 22])"
1,44,1,"Mul([23, 43])"
1,45,1,Sum(44)
1,46,1,Constant(Int32(0))
1,47,1,"Type(Decimal(Some(30), Some(4)))"
1,48,1,"Cast([47, 46])"
1,49,1,"Constant(String(""PROMO%""))"
1,50,1,"Like([5, 49])"
1,51,1,"If([50, 44, 48])"
1,52,1,Sum(51)
1,53,1,"List([52, 45])"
1,54,1,"Agg([53, 41])"
1,55,1,Ref(45)
1,56,1,Ref(52)
1,57,1,Constant(Decimal(100.00))
1,58,1,"Mul([57, 56])"
1,59,1,"Div([58, 55])"
1,60,1,List([59])
1,61,1,"Proj([60, 54])"
1,62,2,"And([36, 39]); And([39, 36])"
1,63,3,"Filter([34, 77]); Filter([36, 75]); Filter([37, 33])"
1,64,2,"And([34, 39]); And([39, 34])"
1,65,1,"Filter([39, 33])"
1,66,1,"Filter([34, 33])"
1,67,1,"Filter([36, 33])"
1,68,3,"Filter([36, 73]); Filter([39, 77]); Filter([65, 33])"
1,69,3,"Filter([34, 73]); Filter([39, 75]); Filter([71, 33])"
