Stage,Custo,Relacionais,Classes_Total,Min,Max,Media
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,8,77,1,1,1.00
1,27565862,7,273,1,88,4.67
2,201470.45,10,181,1,41,3.78
3,9076.412,10,173,1,42,4.78
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,8,77,1,1,1.00
1,27565862,7,273,1,88,4.67
2,201470.45,10,181,1,41,3.78
3,9076.412,10,173,1,42,4.78
