Stage,Custo,Relacionais,Classes_Total,Min,Max,Media
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,20,124,1,1,1.00
1,50314906000000000000,17,476,1,125,2.98
2,48091680000000000,20,90,1,4,1.41
3,22097.984,22,1465,1,100,3.27
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,20,124,1,1,1.00
1,50314906000000000000,17,476,1,125,2.98
2,48091680000000000,20,90,1,4,1.41
3,22097.984,22,1465,1,100,3.27
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,20,124,1,1,1.00
1,50314906000000000000,17,476,1,125,2.98
2,48091680000000000,20,90,1,4,1.41
3,22097.984,22,1465,1,100,3.27
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,20,124,1,1,1.00
1,50314906000000000000,17,476,1,125,2.98
2,48091680000000000,20,90,1,4,1.41
3,22097.984,22,1465,1,100,3.27
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,20,124,1,1,1.00
1,50314906000000000000,17,476,1,125,2.98
2,48091680000000000,20,90,1,4,1.41
3,22097.984,22,1465,1,100,3.27
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,14,1,1,1.00
1,0.3,0,14,1,1,1.00
2,0.3,0,14,1,1,1.00
3,0.3,0,14,1,1,1.00
0,340282350000000000000000000000000000000,0,10,1,1,1.00
1,0.3,0,10,1,1,1.00
2,0.3,0,10,1,1,1.00
3,0.3,0,10,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,15,1,1,1.00
1,0.3,0,15,1,1,1.00
2,0.3,0,15,1,1,1.00
3,0.3,0,15,1,1,1.00
0,340282350000000000000000000000000000000,0,11,1,1,1.00
1,0.3,0,11,1,1,1.00
2,0.3,0,11,1,1,1.00
3,0.3,0,11,1,1,1.00
0,340282350000000000000000000000000000000,0,9,1,1,1.00
1,0.3,0,9,1,1,1.00
2,0.3,0,9,1,1,1.00
3,0.3,0,9,1,1,1.00
0,340282350000000000000000000000000000000,0,13,1,1,1.00
1,0.3,0,13,1,1,1.00
2,0.3,0,13,1,1,1.00
3,0.3,0,13,1,1,1.00
0,340282350000000000000000000000000000000,0,22,1,1,1.00
1,0.3,0,22,1,1,1.00
2,0.3,0,22,1,1,1.00
3,0.3,0,22,1,1,1.00
0,340282350000000000000000000000000000000,20,124,1,1,1.00
1,50314906000000000000,17,476,1,125,2.98
2,48091680000000000,20,90,1,4,1.41
3,22097.984,22,1465,1,100,3.27
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
2,0.1,0,1,1,1,1.00
3,0.1,0,1,1,1,1.00
0,340282350000000000000000000000000000000,0,1,1,1,1.00
1,0.1,0,1,1,1,1.00
