Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,2,0,86,86,eq-comm,4
3,2,0,86,86,and-comm,3
3,2,0,86,86,filter-split,1
3,2,0,86,86,inner-hash-join-swap,2
3,2,0,86,86,hash-join-on-one-eq-rev,5
3,2,0,86,86,pushdown-filter-proj,1
3,2,0,86,86,pushdown-proj-order,1
3,2,0,86,86,pushdown-proj-filter,1
3,2,0,86,86,pushdown-proj-hashagg,1
3,2,1,106,125,eq-comm,5
3,2,1,106,125,and-true,5
3,2,1,106,125,and-comm,5
3,2,1,106,125,filter-split,1
3,2,1,106,125,inner-join-right-rotate,2
3,2,1,106,125,inner-join-swap,2
3,2,1,106,125,hash-join-on-one-eq-rev,7
3,2,1,106,125,pushdown-filter-proj,2
3,2,1,106,125,pushdown-filter-inner-join,1
3,2,1,106,125,pushdown-join-condition-left,5
3,2,1,106,125,pushdown-join-condition-right,5
3,2,1,106,125,identical-proj,2
3,2,1,106,125,pushdown-proj-proj,1
3,2,1,106,125,pushdown-proj-order,1
3,2,1,106,125,pushdown-proj-filter,1
3,2,1,106,125,pushdown-proj-hashagg,1
3,2,1,106,125,pushdown-proj-join,2
3,2,2,129,197,and-comm,3
3,2,2,129,197,and-assoc,2
3,2,2,129,197,filter-true,10
3,2,2,129,197,filter-merge,3
3,2,2,129,197,inner-join-right-rotate,3
3,2,2,129,197,inner-join-right-rotate-1,2
3,2,2,129,197,inner-join-swap,9
3,2,2,129,197,inner-hash-join-swap,2
3,2,2,129,197,hash-join-on-one-eq,2
3,2,2,129,197,hash-join-on-two-eq,1
3,2,2,129,197,hash-join-on-one-eq-1,7
3,2,2,129,197,pushdown-filter-proj,2
3,2,2,129,197,pushdown-filter-inner-join,1
3,2,2,129,197,pushdown-join-condition-left,2
3,2,2,129,197,pushdown-join-condition-right,3
3,2,2,129,197,identical-proj,5
3,2,2,129,197,pushdown-proj-proj,1
3,2,2,129,197,pushdown-proj-filter,1
3,2,2,129,197,pushdown-proj-join,13
3,2,3,159,315,and-true,3
3,2,3,159,315,and-comm,8
3,2,3,159,315,and-assoc,6
3,2,3,159,315,filter-true,2
3,2,3,159,315,filter-merge,3
3,2,3,159,315,filter-split,3
3,2,3,159,315,inner-join-right-rotate,6
3,2,3,159,315,inner-join-right-rotate-1,17
3,2,3,159,315,inner-join-swap,17
3,2,3,159,315,inner-hash-join-swap,5
3,2,3,159,315,hash-join-on-one-eq,9
3,2,3,159,315,hash-join-on-two-eq,5
3,2,3,159,315,hash-join-on-one-eq-1,18
3,2,3,159,315,hash-join-on-one-eq-rev,1
3,2,3,159,315,pushdown-filter-proj,8
3,2,3,159,315,pushdown-filter-inner-join,2
