Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
2,1,0,113,113,mul-comm,1
2,1,0,113,113,eq-comm,9
2,1,0,113,113,ge-comm,2
2,1,0,113,113,and-comm,7
2,1,0,113,113,and-assoc,2
2,1,0,113,113,or-comm,1
2,1,0,113,113,filter-split,1
2,1,0,113,113,pushdown-filter-inner-join,1
2,1,0,113,113,pushdown-join-condition-left-1,3
2,1,0,113,113,pushdown-join-condition-right-1,3
2,1,0,113,113,pushdown-proj-order,1
2,1,0,113,113,pushdown-proj-hashagg,1
2,1,0,113,113,pushdown-proj-join,2
2,1,1,135,169,and-true,1
2,1,1,135,169,and-comm,5
2,1,1,135,169,and-assoc,11
2,1,1,135,169,filter-true,6
2,1,1,135,169,filter-split,4
2,1,1,135,169,pushdown-filter-inner-join,2
2,1,1,135,169,identical-proj,3
2,1,1,135,169,pushdown-proj-order,1
2,1,1,135,169,pushdown-proj-filter,2
2,1,1,135,169,pushdown-proj-hashagg,1
2,1,1,135,169,pushdown-proj-join,2
2,1,1,135,169,pushdown-proj-scan,1
2,1,2,155,230,and-true,3
2,1,2,155,230,and-comm,19
2,1,2,155,230,and-assoc,38
2,1,2,155,230,filter-merge,1
2,1,2,155,230,filter-split,32
2,1,2,155,230,pushdown-filter-proj,2
2,1,2,155,230,pushdown-filter-inner-join,4
2,1,2,155,230,pushdown-join-condition-left,7
2,1,2,155,230,pushdown-join-condition-right,1
2,1,2,155,230,identical-proj,6
2,1,2,155,230,pushdown-proj-filter,9
2,1,2,155,230,pushdown-proj-join,4
2,1,2,155,230,pushdown-proj-scan,1
2,1,3,226,429,and-true,9
2,1,3,226,429,and-comm,53
2,1,3,226,429,and-assoc,93
2,1,3,226,429,filter-true,4
2,1,3,226,429,filter-merge,20
2,1,3,226,429,filter-split,197
2,1,3,226,429,pushdown-filter-proj,33
2,1,3,226,429,pushdown-filter-inner-join,20
2,1,3,226,429,pushdown-join-condition-left,40
2,1,3,226,429,pushdown-join-condition-left-1,2
2,1,3,226,429,pushdown-join-condition-right-1,1
2,1,3,226,429,identical-proj,5
2,1,3,226,429,pushdown-proj-filter,41
2,1,3,226,429,pushdown-proj-join,6
2,1,3,226,429,pushdown-proj-scan,1
2,1,4,394,1190,and-true,17
2,1,4,394,1190,and-comm,52
2,1,4,394,1190,and-assoc,41
2,1,4,394,1190,filter-true,7
2,1,4,394,1190,filter-merge,113
2,1,4,394,1190,pushdown-filter-proj,177
2,1,4,394,1190,pushdown-filter-inner-join,83
2,1,4,394,1190,pushdown-join-condition-left,93
2,1,4,394,1190,pushdown-join-condition-left-1,8
2,1,4,394,1190,pushdown-join-condition-right-1,1
2,1,4,394,1190,identical-proj,3
2,1,4,394,1190,pushdown-proj-proj,1
2,1,4,394,1190,pushdown-proj-filter,133
2,1,4,394,1190,pushdown-proj-join,28
2,1,4,394,1190,pushdown-proj-scan,2
2,1,5,527,2187,and-true,1
2,1,5,527,2187,and-comm,5
2,1,5,527,2187,filter-true,26
2,1,5,527,2187,filter-merge,64
2,1,5,527,2187,pushdown-filter-proj,298
2,1,5,527,2187,pushdown-filter-inner-join,92
2,1,5,527,2187,pushdown-join-condition-left-1,39
2,1,5,527,2187,identical-proj,15
2,1,5,527,2187,pushdown-proj-proj,16
2,1,5,527,2187,pushdown-proj-filter,190
2,1,5,527,2187,pushdown-proj-join,136
